,NH4_Loss(gN/day/m2)_Delineated_Average,Year,Step,DON_Loss(gN/day/m2)_Delineated_Average,Runoff_All(mm/day)_Delineated_Average,NO3_Loss(gN/day/m2)_Delineated_Average,DOC_Loss(gC/day/m2)_Delineated_Average,DOC_mg/L,Sfc_Water_Temp_C,CO2
989,1.9542858353815973e-07,2000,989,1.08347112472984e-05,0.018581651151180267,1.168900425341235e-07,0.0007505815592594446,0.00214451874074127,17.712502,0.0005361296851853175
990,1.6237237332461516e-07,2000,990,8.030914614209905e-06,0.013897331431508064,9.961822655668584e-08,0.000556010811123997,0.0015886023174971342,14.5625,0.00039715057937428355
991,1.4407480364297953e-07,2000,991,6.555286745424382e-06,0.011155030690133572,8.96062672950393e-08,0.00045366751146502793,0.0012961928899000799,15.4625,0.00032404822247501997
992,1.2498159662754915e-07,2000,992,5.0942021516675595e-06,0.00872685294598341,7.973329019250741e-08,0.0003522774204611778,0.0010065069156033654,16.8875,0.00025162672890084134
993,1.1022095947055276e-07,2000,993,3.995522092736792e-06,0.007041719742119312,7.2326749034346e-08,0.00027599468012340367,0.0007885562289240105,16.8875,0.00019713905723100264
994,9.961905789168668e-08,2000,994,3.2222978916252028e-06,0.0059221889823675156,6.713607092478924e-08,0.00022228941088542345,0.0006351126025297813,16.8125,0.00015877815063244534
995,9.182143401176289e-08,2000,995,2.6639461339073023e-06,0.0051536341197788715,6.344774305944156e-08,0.00018349690071772784,0.0005242768591935082,16.8875,0.00013106921479837704
996,8.570631848670018e-08,2000,996,2.241275524283992e-06,0.0045902817510068425,6.0746842223125e-08,0.00015413251821883025,0.0004403786234823722,17.9375,0.00011009465587059305
997,8.087939562528845e-08,2000,997,1.9073777366429567e-06,0.00418397132307291,5.8731718155513584e-08,0.0001309169310843572,0.0003740483745267349,17.1875,9.351209363168373e-05
998,8.05645470336458e-08,2000,998,1.7986865259445042e-06,0.00429499475285411,5.8105342759517946e-08,0.0001234187075169757,0.0003526248786199306,15.0875,8.815621965498265e-05
999,8.960920183653796e-08,2000,999,2.36337859860214e-06,0.005115515552461147,6.015914522095045e-08,0.00016292558575514704,0.0004655016735861344,13.737499,0.0001163754183965336
1000,9.806920786559202e-08,2000,1000,2.941037564596627e-06,0.005640029907226562,6.207164915394969e-08,0.0002033412747550756,0.0005809750707287875,13.2875,0.00014524376768219687
1001,9.53865821884392e-08,2000,1001,2.7347896320861764e-06,0.0052574630826711655,6.109637951112745e-08,0.0001889956038212404,0.0005399874394892583,13.8125,0.00013499685987231457
1002,9.026270220147127e-08,2000,1002,2.370549964325619e-06,0.004753021989017725,5.960195537113577e-08,0.0001636123633943498,0.00046746389541242806,15.612499,0.00011686597385310702
1003,8.729770684112736e-08,2000,1003,2.1176003883738304e-06,0.004536279011517763,5.861793539452264e-08,0.00014599690621253103,0.00041713401775008867,14.7875,0.00010428350443752217
1004,8.652085625726613e-08,2000,1004,2.070444907076308e-06,0.004381333012133837,5.822306903269237e-08,0.00014274119166657329,0.0004078319761902094,13.737499,0.00010195799404755235
1005,8.30588788858222e-08,2000,1005,1.8427306258672616e-06,0.004085037391632795,5.7348465531958936e-08,0.0001268618507310748,0.0003624624306602138,15.8375,9.061560766505345e-05
1006,7.976228033612642e-08,2000,1006,1.6321509974659418e-06,0.003835967276245356,5.658719359757925e-08,0.00011216722487006335,0.00032047778534303816,15.9125,8.011944633575954e-05
1007,7.826024983614843e-08,2000,1007,1.4936596244297109e-06,0.00376400351524353,5.60952386763347e-08,0.0001024915327434428,0.0002928329506955509,9.3875,7.320823767388773e-05
1008,7.910812627187624e-08,2000,1008,1.5332723251049176e-06,0.0037604263052344322,5.601625829854128e-08,0.00010527852282393724,0.00030079577949696353,9.0125,7.519894487424088e-05
1009,7.877247298893052e-08,2000,1009,1.4751153685210736e-06,0.0036890893243253227,5.5734027171183704e-08,0.00010120878141606228,0.0002891679469030351,4.9625,7.229198672575877e-05
1010,7.846384875165312e-08,2000,1010,1.41752377658122e-06,0.003616046160459519,5.547714110321066e-08,9.718251385493204e-05,0.00027766432529980587,6.9875,6.941608132495147e-05
1011,7.788357692106729e-08,2000,1011,1.3523914503821286e-06,0.003527541877701878,5.523011736840999e-08,9.263821266358718e-05,0.0002646806076102491,11.637501,6.617015190256228e-05
1012,7.688805681027587e-08,2000,1012,1.2690228459177888e-06,0.003434687852859497,5.4976403873752127e-08,8.681391773279756e-05,0.0002480397649508502,11.7875,6.200994123771255e-05
1013,7.587319572621709e-08,2000,1013,1.1950734233323601e-06,0.00334961898624897,5.476196918152709e-08,8.165246254066004e-05,0.00023329275011617156,13.362499,5.832318752904289e-05
1014,7.471059859653907e-08,2000,1014,1.1220494116059854e-06,0.003268737345933914,5.457090423988121e-08,7.655654189875351e-05,0.00021873297685358147,14.637501,5.468324421339537e-05
1015,7.467028950713939e-08,2000,1015,1.0701214705477469e-06,0.003351310035213828,5.4456275933034703e-08,7.296140393009409e-05,0.00020846115408598313,13.6625,5.211528852149578e-05
1016,7.846446692383324e-08,2000,1016,1.29744171317725e-06,0.003462251042947173,5.469367891919318e-08,8.891513425623998e-05,0.0002540432407321142,10.3625,6.351081018302856e-05
1017,7.757550690712378e-08,2000,1017,1.240656160916842e-06,0.0033874656073749065,5.456518792357202e-08,8.4947983850725e-05,0.00024270852528778572,11.7875,6.067713132194643e-05
1018,7.631192033841215e-08,2000,1018,1.1688678114296636e-06,0.0033036181703209877,5.443142470085149e-08,7.993324106791988e-05,0.00022838068876548538,13.9625,5.7095172191371345e-05
1019,7.490829290190959e-08,2000,1019,1.0946073416562285e-06,0.003225722583010793,5.43084333060051e-08,7.474255107808857e-05,0.00021355014593739592,14.3375,5.338753648434898e-05
1020,7.372870669541953e-08,2000,1020,1.028776864586689e-06,0.003170081879943609,5.42019336080557e-08,7.013045251369476e-05,0.00020037272146769934,9.7625,5.0093180366924836e-05
1021,7.306324079081605e-08,2000,1021,9.922172239384963e-07,0.003130944212898612,5.4129188242768584e-08,6.757168011972681e-05,0.00019306194319921945,9.4625,4.826548579980486e-05
1022,7.239761146138335e-08,2000,1022,9.589398359821644e-07,0.003089785343036056,5.406654679518397e-08,6.524918717332184e-05,0.00018642624906663386,12.8375,4.6606562266658465e-05
1023,7.153364833811793e-08,2000,1023,9.183768270304428e-07,0.003045391757041216,5.4006722649546646e-08,6.241731898626314e-05,0.000178335197103609,14.637501,4.458379927590225e-05
1024,7.059904305606325e-08,2000,1024,8.753695510677063e-07,0.0030052789952605963,5.395313351641562e-08,5.941029303357936e-05,0.00016974369438165532,13.887501,4.243592359541383e-05
1025,6.97818052231014e-08,2000,1025,8.40068366869673e-07,0.00297217327170074,5.3912419417656565e-08,5.694231003872119e-05,0.00016269231439634626,13.2875,4.0673078599086564e-05
1026,6.905115412791929e-08,2000,1026,8.111467195703881e-07,0.002943031257018447,5.3882800443716405e-08,5.49221585970372e-05,0.00015692045313439202,13.887501,3.9230113283598006e-05
1027,6.999816548614035e-08,2000,1027,7.949455493871938e-07,0.0031605700496584177,5.3898265406360224e-08,5.382729796110653e-05,0.0001537922798888758,10.9625,3.844806997221895e-05
1028,7.96458294871627e-08,2000,1028,1.3717259434997686e-06,0.003510209731757641,5.4265591131752444e-08,9.439884161110967e-05,0.00026971097603174196,4.1375,6.742774400793549e-05
1029,7.935209822562683e-08,2000,1029,1.3239658755992425e-06,0.003456637728959322,5.4207230704150795e-08,9.104344644583762e-05,0.0002601241327023932,3.0124998,6.50310331755983e-05
1030,7.914392341490384e-08,2000,1030,1.2827547379856694e-06,0.0034046554937958717,5.4145925076909414e-08,8.815082401270048e-05,0.00025185949717914426,5.4875,6.296487429478607e-05
1031,7.973780924430685e-08,2000,1031,1.2579802159962128e-06,0.0034564717207103968,5.409883030438323e-08,8.643187902634963e-05,0.0002469482257895704,8.8625,6.17370564473926e-05
1032,8.238273352390023e-08,2000,1032,1.3799711950923663e-06,0.003485595341771841,5.413707171442184e-08,9.503550245426595e-05,0.00027153000701218843,11.5625,6.788250175304711e-05
1033,8.096456127759666e-08,2000,1033,1.2864514928878634e-06,0.003380864625796676,5.405548364478818e-08,8.847436401993036e-05,0.0002527838971998011,12.012501,6.319597429995027e-05
1034,7.958763603710395e-08,2000,1034,1.2029940990032628e-06,0.003290741005912423,5.3984326342515494e-08,8.261802577180788e-05,0.00023605150220516537,12.0875,5.901287555129134e-05
1035,7.829336823306222e-08,2000,1035,1.1305054385957192e-06,0.0032127099111676216,5.392400836967682e-08,7.753301179036498e-05,0.00022152289082961424,12.612499,5.538072270740356e-05
1036,7.706491089720657e-08,2000,1036,1.0647434010024879e-06,0.0031486982479691505,5.386938539686526e-08,7.291521615115927e-05,0.0002083291890033122,11.112499,5.208229725082805e-05
1037,7.610585583961438e-08,2000,1037,1.0141508255401275e-06,0.0030996382702142,5.382254641972394e-08,6.936169666005298e-05,0.00019817627617157996,9.6875,4.954406904289499e-05
1038,7.533539303494762e-08,2000,1038,9.747398053150393e-07,0.0030581336468458176,5.378210943263184e-08,6.659558130195364e-05,0.00019027308943415328,10.1375,4.756827235853832e-05
1039,7.458788076064593e-08,2000,1039,9.378342724630785e-07,0.003019870258867741,5.374389644430266e-08,6.400548591045663e-05,0.00018287281688701896,10.5125,4.571820422175474e-05
1040,7.385575884200081e-08,2000,1040,9.041377211360668e-07,0.0029830059502273802,5.370993605424701e-08,6.164342630654572e-05,0.0001761240751615592,12.0875,4.40310187903898e-05
1041,7.305391847012287e-08,2000,1041,8.691902735336044e-07,0.0029472638852894306,5.36789173111174e-08,5.919319664826617e-05,0.00016912341899504623,12.8375,4.228085474876156e-05
1042,7.225020226542256e-08,2000,1042,8.350506845999917e-07,0.002915884600952268,5.365058441952897e-08,5.679731475538574e-05,0.000162278042158245,11.9375,4.056951053956125e-05
1043,7.155645675993581e-08,2000,1043,8.070230705925495e-07,0.0028896313160657887,5.362609911685468e-08,5.483099812408909e-05,0.00015665999464025456,11.5625,3.916499866006364e-05
1044,7.096074483570192e-08,2000,1044,7.812705575815927e-07,0.0028694679494947195,5.359986587905041e-08,5.3020299674244604e-05,0.00015148657049784172,7.2875,3.787164262446043e-05
1045,7.063375306870513e-08,2000,1045,7.638022339051531e-07,0.0028567584231495857,5.3566846958119634e-08,5.179063009563834e-05,0.00014797322884468097,0.08749986,3.699330721117024e-05
1046,7.054767081626778e-08,2000,1046,7.575313816232666e-07,0.002846600953489542,5.353269472152533e-08,5.135115497978404e-05,0.00014671758565652584,3.1625,3.667939641413146e-05
1047,7.043145444640686e-08,2000,1047,7.494499527638255e-07,0.0028344190213829283,5.349648191099731e-08,5.078534377389588e-05,0.0001451009822111311,6.3125,3.627524555278277e-05
1048,7.024670622968188e-08,2000,1048,7.378964141935285e-07,0.00282113067805767,5.3459206839079336e-08,4.997537689632736e-05,0.0001427867911323639,7.5125,3.569669778309098e-05
1049,7.004479130046093e-08,2000,1049,7.254910201481835e-07,0.0028085238300263877,5.342069897551482e-08,4.910430652671494e-05,0.000140298018647757,6.3125,3.507450466193925e-05
1050,6.988157252862948e-08,2000,1050,7.159930532907309e-07,0.0027959919534623623,5.3383800491246796e-08,4.84396041429136e-05,0.00013839886897975314,8.4125,3.4599717244938286e-05
1051,6.966428145460668e-08,2000,1051,7.045895245028078e-07,0.002782752737402916,5.334794295208667e-08,4.764099503518082e-05,0.00013611712867194522,9.5375,3.4029282167986305e-05
1052,6.940673102917572e-08,2000,1052,6.916145594004774e-07,0.002770178252831101,5.3312593450982604e-08,4.673098010243848e-05,0.00013351708600696708,8.7125,3.337927150174177e-05
1053,6.917738204492707e-08,2000,1053,6.806134820180886e-07,0.002758812392130494,5.3278203182571815e-08,4.5959703129483394e-05,0.0001313134375128097,8.3375,3.282835937820243e-05
1054,6.896926407762294e-08,2000,1054,6.715776521559745e-07,0.002747762482613325,5.3246012043928204e-08,4.5327637053560466e-05,0.0001295075344387442,9.5375,3.237688360968605e-05
1055,6.873861480016785e-08,2000,1055,6.626194135606056e-07,0.0027362334076315165,5.32163006994324e-08,4.470218482310884e-05,0.00012772052806602526,11.3375,3.1930132016506316e-05
1056,6.843639965836701e-08,2000,1056,6.500695803879354e-07,0.002725433325394988,5.3186621329359696e-08,4.3821724830195315e-05,0.00012520492808627235,9.3125,3.130123202156809e-05
1057,6.819146136649579e-08,2000,1057,6.403453767234168e-07,0.002716414164751768,5.3157144463966695e-08,4.3139596527908004e-05,0.00012325599007973717,7.4375,3.0813997519934294e-05
1058,6.801566598824138e-08,2000,1058,6.352722721203463e-07,0.0027075086254626517,5.313039252996532e-08,4.278702544979751e-05,0.00012224864414227862,10.3625,3.0562161035569655e-05
1059,6.776217986725896e-08,2000,1059,6.259142537601292e-07,0.0026986377779394393,5.310333861530125e-08,4.2131221562158316e-05,0.00012037491874902377,8.9375,3.0093729687255942e-05
1060,6.753633385869763e-08,2000,1060,6.168424420138764e-07,0.0026913455221802,5.3073680561510634e-08,4.149398591835052e-05,0.00011855424548100148,4.7375,2.963856137025037e-05
1061,6.741650082631169e-08,2000,1061,6.138097887742332e-07,0.002684574807062745,5.3045475567614624e-08,4.1283721657237045e-05,0.0001179534904492487,7.7375,2.9488372612312176e-05
1062,6.725460366396874e-08,2000,1062,6.085238624109479e-07,0.0026773519348353148,5.301709649074837e-08,4.091471419087611e-05,0.00011689918340250318,8.4125,2.9224795850625795e-05
1063,6.708460631443813e-08,2000,1063,6.030188046679541e-07,0.002670183777809143,5.2989452825613625e-08,4.053037264384329e-05,0.00011580106469669513,8.7875,2.8950266174173782e-05
1064,6.691374920819726e-08,2000,1064,5.979081265650166e-07,0.0026630503125488762,5.2963326169219727e-08,4.0174025343731046e-05,0.00011478292955351728,9.6125,2.869573238837932e-05
1065,6.672739516488947e-08,2000,1065,5.923214985159575e-07,0.002655985299497843,5.2938183614514855e-08,3.978431777795777e-05,0.00011366947936559363,9.8375,2.8417369841398408e-05
1066,6.653774420328772e-08,2000,1066,5.869922574675002e-07,0.002649090252816677,5.2914614911969686e-08,3.94128801417537e-05,0.00011260822897643916,10.1375,2.815205724410979e-05
1067,6.63199557493499e-08,2000,1067,5.796564437332563e-07,0.002642910229042173,5.289086146831323e-08,3.8899270293768495e-05,0.00011114077226790999,8.5625,2.7785193066977498e-05
1068,6.617342762638144e-08,2000,1068,5.763192802987761e-07,0.0026373364962637424,5.2867171973502984e-08,3.866670886054635e-05,0.00011047631103013244,7.2875,2.761907775753311e-05
1069,6.601965907293562e-08,2000,1069,5.727962957280397e-07,0.0026317425072193146,5.284511317427132e-08,3.842325895675458e-05,0.00010978073987644167,10.5125,2.7445184969110418e-05
1070,6.586419942777866e-08,2000,1070,5.691177875633002e-07,0.002626215573400259,5.282270620909912e-08,3.816647222265601e-05,0.0001090470634933029,7.8875,2.7261765873325725e-05
1071,6.570544286432778e-08,2000,1071,5.642676228490018e-07,0.0026210704818367962,5.279839854210877e-08,3.78267613996286e-05,0.00010807646114179601,5.3375,2.7019115285449003e-05
1072,6.558950360613379e-08,2000,1072,5.610019115920296e-07,0.002616401063278317,5.277161463368429e-08,3.7598598282784224e-05,0.00010742456652224065,4.0625,2.6856141630560163e-05
1073,6.54981207048877e-08,2000,1073,5.568600158767367e-07,0.0026122797280550003,5.2737078704012674e-08,3.7308298487914726e-05,0.00010659513853689923,-2.1625001,2.6648784634224807e-05
1074,6.547602993123293e-08,2000,1074,5.558437692343432e-07,0.002608521142974496,5.269768976745581e-08,3.7238416553009295e-05,0.00010639547586574084,-1.0375001,2.659886896643521e-05
1075,6.546406439156273e-08,2000,1075,5.548692456613935e-07,0.0026046475395560265,5.2655121152156426e-08,3.717163781402633e-05,0.00010620467946864667,0.6125001,2.6551169867161668e-05
1076,6.523041662376272e-08,2000,1076,5.3710772363047e-07,0.0026042971294373274,5.26111172405308e-08,3.5926888813264675e-05,0.00010264825375218479,5.4125,2.5662063438046197e-05
1077,6.535670138418936e-08,2000,1077,5.406169520938421e-07,0.002609390765428543,5.257084012555424e-08,3.617908805608749e-05,0.00010336882301739282,6.3125,2.5842205754348205e-05
1078,6.57855281360753e-08,2000,1078,5.63993921787187e-07,0.0026139020919799805,5.253375334746124e-08,3.78306103812065e-05,0.00010808745823201857,6.0125,2.7021864558004643e-05
1079,6.631157134506793e-08,2000,1079,5.828975986332806e-07,0.0026122722774744034,5.2497103553150743e-08,3.9165224734460935e-05,0.00011190064209845982,4.2875,2.7975160524614955e-05
1080,6.644658867571707e-08,2000,1080,5.785507823929947e-07,0.0026073530316352844,5.245514245189042e-08,3.886057311319746e-05,0.00011103020889484989,1.5874999,2.7757552223712472e-05
1081,6.6613949911698e-08,2000,1081,5.766424919784185e-07,0.0026026349514722824,5.241287581725374e-08,3.872828165185638e-05,0.00011065223329101823,3.2375002,2.7663058322754557e-05
1082,6.676253150317281e-08,2000,1082,5.740073447668692e-07,0.002597774146124721,5.237052036477508e-08,3.854468377539888e-05,0.00011012766792971109,3.7625,2.7531916982427773e-05
1083,6.685284859031526e-08,2000,1083,5.693361799785635e-07,0.002593385986983776,5.2323567700796054e-08,3.8216952816583216e-05,0.00010919129376166634,-2.0125003,2.7297823440416584e-05
1084,6.699491450490314e-08,2000,1084,5.682527444150764e-07,0.002589358016848564,5.227490262882384e-08,3.8142297853482894e-05,0.000108977993867094,0.0124999285,2.72444984667735e-05
1085,6.70072211050865e-08,2000,1085,5.587506279880472e-07,0.002587132388725877,5.2226827307322317e-08,3.747660230146721e-05,0.00010707600657562061,4.8875,2.6769001643905153e-05
1086,6.736460278489176e-08,2000,1086,5.680605568159082e-07,0.0025853000115603213,5.2182855370119796e-08,3.813590228674002e-05,0.00010895972081925721,5.5625,2.7239930204814303e-05
1087,6.757676374036237e-08,2000,1087,5.700989618162565e-07,0.002581220585852861,5.2138720008088064e-08,3.8281774322967976e-05,0.0001093764980656228,3.9125,2.73441245164057e-05
1088,6.768226512576803e-08,2000,1088,5.668929361490882e-07,0.002576571423560381,5.2093700020350304e-08,3.8057591154938564e-05,0.0001087359747283959,3.0124998,2.7183993682098976e-05
1089,6.775742633635673e-08,2000,1089,5.629989914268664e-07,0.0025724091101437807,5.204531206004504e-08,3.778470272663981e-05,0.00010795629350468518,-1.6375003000000001,2.6989073376171294e-05
1090,6.789082362956832e-08,2000,1090,5.623044785352249e-07,0.0025684181600809093,5.1996803307474686e-08,3.773775824811309e-05,0.00010782216642318026,1.5124999,2.6955541605795065e-05
1091,6.797166207661576e-08,2000,1091,5.595779271061474e-07,0.002564437221735716,5.194590357859852e-08,3.7547208194155246e-05,0.00010727773769758643,-0.96249986,2.6819434424396608e-05
1092,6.805412056110072e-08,2000,1092,5.575756176767753e-07,0.002560747554525733,5.189200891209112e-08,3.740777538041584e-05,0.00010687935822975955,-2.9874997000000003,2.671983955743989e-05
1093,6.815965036821581e-08,2000,1093,5.569407903749379e-07,0.002557066036388278,5.183755291682246e-08,3.736482540261932e-05,0.00010675664400748377,-0.28750014,2.6689161001870942e-05
1094,6.825757026263091e-08,2000,1094,5.559902547247475e-07,0.002553153317421675,5.1783661803028735e-08,3.729994932655245e-05,0.00010657128379014986,1.9624999,2.6642820947537465e-05
1095,6.830667587109929e-08,2000,1095,5.531364308808406e-07,0.002549352589994669,5.1727969463399865e-08,3.7100398913025856e-05,0.00010600113975150245,-1.7124999,2.6500284937875612e-05
1096,6.837256449898632e-08,2001,1096,5.5150479738586e-07,0.002545858034864068,5.167026628782878e-08,3.698708678712137e-05,0.00010567739082034677,-3.4375,2.6419347705086693e-05
1097,6.844675226602702e-08,2001,1097,5.505701778929506e-07,0.0025424326304346323,5.161103189266214e-08,3.692294194479473e-05,0.00010549411984227066,-2.8374999,2.6373529960567665e-05
1098,6.851223588455467e-08,2001,1098,5.495039090419596e-07,0.0025389906950294967,5.1550586022131035e-08,3.684949479065836e-05,0.00010528427083045247,-2.6875,2.6321067707613117e-05
1099,6.860160084443122e-08,2001,1099,5.49428193608037e-07,0.0025353690143674608,5.149158965878087e-08,3.684622424771078e-05,0.0001052749264220308,1.5874999,2.63187316055077e-05
1100,6.865571577918672e-08,2001,1100,5.477545528265183e-07,0.0025315845850855108,5.143341041957684e-08,3.67301945516374e-05,0.0001049434130046783,1.4375,2.6235853251169574e-05
1101,6.873286650943555e-08,2001,1101,5.469163397719967e-07,0.002527705859392881,5.137785308306775e-08,3.667332566692494e-05,0.0001047809304769284,3.7625,2.61952326192321e-05
1102,6.879695035877376e-08,2001,1102,5.45298632914637e-07,0.002523683710023761,5.132480040970222e-08,3.656175249489024e-05,0.0001044621499854007,4.5875,2.6115537496350176e-05
1103,6.885726833161242e-08,2001,1103,5.433419119071914e-07,0.002519645029678941,5.1274309242899114e-08,3.6426114093046635e-05,0.00010407461169441896,4.7375,2.601865292360474e-05
1104,6.892746995390553e-08,2001,1104,5.416206931840861e-07,0.002515600062906742,5.122649682220982e-08,3.630726132541895e-05,0.00010373503235833987,5.4125,2.5933758089584967e-05
1105,6.900376803287145e-08,2001,1105,5.399765541369561e-07,0.0025115045718848705,5.118142354376687e-08,3.619398194132373e-05,0.00010341137697521065,6.3875,2.5852844243802663e-05
1106,6.901892390942521e-08,2001,1106,5.359745500754798e-07,0.0025076838210225105,5.113560774816506e-08,3.591350105125457e-05,0.00010261000300358449,1.0625,2.5652500750896123e-05
1107,6.905341365381901e-08,2001,1107,5.333962462827914e-07,0.002504395553842187,5.108545408916144e-08,3.573331923689693e-05,0.00010209519781970553,-5.4624996,2.552379945492638e-05
1108,6.911653827046393e-08,2001,1108,5.325455845195393e-07,0.0025013622362166643,5.103118638771775e-08,3.567494422895834e-05,0.00010192841208273812,-6.8125,2.548210302068453e-05
1109,6.917893102809103e-08,2001,1109,5.320492277860467e-07,0.002498353831470013,5.097384558894191e-08,3.5641620343085385e-05,0.00010183320098024396,-6.1375003,2.545830024506099e-05
1110,6.924283724174528e-08,2001,1110,5.318067337611865e-07,0.002495280234143138,5.091522936595538e-08,3.5626264434540644e-05,0.00010178932695583042,-3.6625001000000004,2.5447331738957605e-05
1111,6.933564833389028e-08,2001,1111,5.325612733031447e-07,0.0024919321294873953,5.0858869116154886e-08,3.5681707231560715e-05,0.00010194773494731634,2.8625002,2.5486933736829084e-05
1112,6.938315522120321e-08,2001,1112,5.313494284564513e-07,0.00248833978548646,5.080482523567298e-08,3.559848482836969e-05,0.00010170995665248483,3.5375,2.542748916312121e-05
1113,6.943607644416262e-08,2001,1113,5.301739633978286e-07,0.002484709257259965,5.075349562844167e-08,3.551783447619528e-05,0.00010147952707484367,4.4375,2.5369881768710918e-05
1114,6.949085218366235e-08,2001,1114,5.288745228426707e-07,0.0024810312315821648,5.070508990456801e-08,3.5428551200311624e-05,0.00010122443200089036,5.1875,2.530610800022259e-05
1115,6.95402633255071e-08,2001,1115,5.272028715808119e-07,0.002477352740243077,5.0659398453944966e-08,3.531297625158913e-05,0.00010089421786168323,5.1125,2.5223554465420807e-05
1116,6.959862020039509e-08,2001,1116,5.257292059468455e-07,0.002473703818395734,5.0616229430033854e-08,3.521145481499843e-05,0.00010060415661428124,5.4125,2.515103915357031e-05
1117,6.841951005753799e-08,2001,1117,4.437404470536421e-07,0.0026062114629894486,5.056455165686202e-08,2.943213257822208e-05,8.40918073663488e-05,7.8875,2.10229518415872e-05
1118,8.399030093642068e-08,2001,1118,9.649291996538523e-07,0.002881429623812437,5.059303020971129e-08,6.629816198255867e-05,0.00018942331995016763,9.6125,4.735582998754191e-05
1119,8.632472514591428e-08,2001,1119,1.0349446029067622e-06,0.002891085343435407,5.0566200116008986e-08,7.126219861675054e-05,0.0002036062817621444,9.0875,5.09015704405361e-05
1120,8.525791628244406e-08,2001,1120,9.909357459036983e-07,0.00284794787876308,5.052736540278602e-08,6.815940287197009e-05,0.00019474115106277168,8.1875,4.868528776569292e-05
1121,8.458804501287888e-08,2001,1121,9.5050529580476e-07,0.0028576657641679053,5.049157536518578e-08,6.531262624775991e-05,0.0001866075035650283,8.4875,4.665187589125708e-05
1122,8.686257757517524e-08,2001,1122,1.0155001746170456e-06,0.0028759492561221127,5.0470521983925216e-08,6.992158887442201e-05,0.00019977596821263433,7.8125,4.994399205315858e-05
1123,8.649286797890454e-08,2001,1123,9.926250186254038e-07,0.002864763839170337,5.0439108889577255e-08,6.831102655269207e-05,0.0001951743615791202,5.7875,4.879359039478005e-05
1124,8.689086428148585e-08,2001,1124,9.9792737273674e-07,0.0028565013781189923,5.040594786009933e-08,6.868920900160447e-05,0.00019625488286172707,-0.8874999,4.9063720715431766e-05
1125,8.66124310050509e-08,2001,1125,9.818361377256224e-07,0.0028377992566674948,5.0366590897965586e-08,6.755322101525962e-05,0.0001930092029007418,-0.28750014,4.825230072518545e-05
1126,8.631666759129075e-08,2001,1126,9.657738928581239e-07,0.0028167166747152805,5.032651273495503e-08,6.642065272899345e-05,0.00018977329351140985,2.7875,4.744332337785246e-05
1127,8.584331112615472e-08,2001,1127,9.447671800444368e-07,0.002793528838083148,5.0285965613738874e-08,6.493859837064521e-05,0.00018553885248755774,3.3874998,4.6384713121889436e-05
1128,8.535193529723983e-08,2001,1128,9.239450946552096e-07,0.0027700099162757397,5.024655536089995e-08,6.346995360217988e-05,0.00018134272457765683,4.5875,4.5335681144414206e-05
1129,8.480264312993313e-08,2001,1129,9.021536016007305e-07,0.0027454616501927376,5.020845250669481e-08,6.19336133240722e-05,0.00017695318092592058,6.0125,4.4238295231480145e-05
1130,8.41601277556947e-08,2001,1130,8.782507165960852e-07,0.00272194342687726,5.0171774290674875e-08,6.024690810590982e-05,0.00017213402315974236,5.3375,4.303350578993559e-05
1131,8.361035241932768e-08,2001,1131,8.579422683396842e-07,0.0026997928507626057,5.0136936380340564e-08,5.881539254914969e-05,0.00016804397871185629,6.3875,4.201099467796407e-05
1132,8.294980347045566e-08,2001,1132,8.234396204898077e-07,0.0027276610489934683,5.0102862303447175e-08,5.6383734772680334e-05,0.00016109638506480096,7.2125,4.027409626620024e-05
1133,8.649286797890454e-08,2001,1133,9.245748060493496e-07,0.002758918795734644,5.008344672319254e-08,6.354884681059048e-05,0.00018156813374454423,3.9875,4.539203343613606e-05
1134,8.59164330790918e-08,2001,1134,9.038229791258344e-07,0.0027354098856449127,5.005141545666447e-08,6.208486593095586e-05,0.00017738533123130246,5.4125,4.4346332807825615e-05
1135,8.524629890871438e-08,2001,1135,8.807562608126318e-07,0.0027134299743920565,5.001906444590532e-08,6.0455942730186514e-05,0.00017273126494339006,3.9875,4.3182816235847515e-05
1136,8.47016607963269e-08,2001,1136,8.613247928224156e-07,0.002696510404348373,4.9984180350293166e-08,5.908265302423388e-05,0.00016880758006923967,0.38749993,4.220189501730992e-05
1137,8.439384657776827e-08,2001,1137,8.487407967550098e-07,0.0026832758449018,4.9947036728781307e-08,5.819394937134348e-05,0.0001662684267752671,-0.5124999,4.1567106693816776e-05
1138,8.414342289597697e-08,2001,1138,8.378183906643244e-07,0.0026710687670856714,4.9907345811561754e-08,5.742284702137113e-05,0.00016406527720391753,-0.66250014,4.101631930097938e-05
1139,8.393059403033477e-08,2001,1139,8.282498811240656e-07,0.0026577489916235213,4.986789292615868e-08,5.6748373026493944e-05,0.00016213820864712558,2.4125,4.0534552161781394e-05
1140,8.356618508287282e-08,2001,1140,8.145009360305265e-07,0.002644061110913753,4.9827107773126045e-08,5.5777483794372536e-05,0.00015936423941249298,1.2124999,3.9841059853123245e-05
1141,8.326949085812885e-08,2001,1141,8.028098363865865e-07,0.00263213855214417,4.9785089828446865e-08,5.495177902048454e-05,0.00015700508291567012,0.0124999285,3.925127072891753e-05
1142,8.288878916573593e-08,2001,1142,7.843090656933781e-07,0.002639204496517777,4.9744020458319944e-08,5.364793469198048e-05,0.00015327981340565854,4.4375,3.8319953351414634e-05
