,DON_Loss(gN/day/m2)_Delineated_Average,NH4_Loss(gN/day/m2)_Delineated_Average,Runoff_All(mm/day)_Delineated_Average,Year,NO3_Loss(gN/day/m2)_Delineated_Average,Step,DOC_Loss(gC/day/m2)_Delineated_Average,DOC_mg/L,Sfc_Water_Temp_C,CO2
62,3.029090294148773e-06,2.384818458267546e-07,0.0050869835540652,1998,3.20135285392098e-07,62,0.00010061218199552968,0.0002874633771300848,6.6125,7.18658442825212e-05
63,3.079852604059852e-06,2.453247134326375e-07,0.0049673784524202,1998,3.267228123604582e-07,63,0.00010231487976852804,0.00029232822791008014,5.1125,7.308205697752004e-05
64,2.9829695904481923e-06,2.4051760760812613e-07,0.0046834219247102,1998,3.17092457180479e-07,64,9.912306995829569e-05,0.00028320877130941626,5.7875,7.080219282735406e-05
65,3.7783079278597134e-06,3.091888345352345e-07,0.0065316818654537,1998,4.042641990054108e-07,65,0.00012558355228975415,0.0003588101493992976,7.5125,8.97025373498244e-05
66,7.3051978688454255e-06,5.993156833028479e-07,0.01329324580729,1998,7.79845947818103e-07,66,0.00024285582185257224,0.000693873776721635,7.1375,0.00017346844418040876
67,1.0538969945628196e-05,8.661326660330815e-07,0.0191710498183965,1998,1.1159522728121374e-06,67,0.0003504492633510381,0.0010012836095743946,5.7125,0.00025032090239359865
68,1.1632073437795045e-05,9.582611255609663e-07,0.0224594306200742,1998,1.2193753491374082e-06,68,0.0003868786152452231,0.0011053674721292089,4.5875,0.0002763418680323022
69,1.2417917787388433e-05,1.0248904800391756e-06,0.0226440411061048,1998,1.2890826610600925e-06,69,0.0004130580346100032,0.0011801658131714377,2.3375,0.0002950414532928594
70,1.1640634511422832e-05,9.62550075200852e-07,0.0210060328245162,1998,1.1959004950767849e-06,70,0.00038728112122043967,0.0011065174892012563,4.6625,0.0002766293723003141
71,1.2397722457535563e-05,1.0279178468408643e-06,0.0233225710690021,1998,1.2602888546098256e-06,71,0.0004126171406824142,0.0011789061162354691,6.9125,0.0002947265290588673
72,1.4877320609230082e-05,1.236023081219173e-06,0.0288384798914194,1998,1.4961768783905427e-06,72,0.0004952738527208567,0.0014150681506310192,5.7875,0.0003537670376577548
73,2.575013422756456e-05,2.1498090063687414e-06,0.0909152776002883,1998,2.5621231998229632e-06,73,0.0008574413950555027,0.002449832557301436,5.0375,0.000612458139325359
74,5.73889774386771e-05,4.802958301297622e-06,0.1368224471807479,1998,5.644490101985866e-06,74,0.0019116840558126,0.005461954445178858,7.2125,0.0013654886112947145
75,7.232477946672589e-05,6.063617092877394e-06,0.1759898215532302,1998,7.012957212282345e-06,75,0.002409518463537,0.006884338467248572,9.3875,0.001721084616812143
76,6.710955494781956e-05,5.622490334644681e-06,0.1551310718059539,1998,6.401441623893334e-06,76,0.0022354829125106,0.006387094035744572,9.6125,0.001596773508936143
77,4.874204023508355e-05,4.08512005378725e-06,0.109029434621334,1998,4.58002205050434e-06,77,0.0016225965227931,0.004635990065123143,1.8874999,0.0011589975162807859
78,3.922931136912666e-05,3.2922155241976725e-06,0.0854822695255279,1998,3.639874421423883e-06,78,0.0013053328730165,0.0037295224943328575,-0.7375001,0.0009323806235832144
79,3.266035855631344e-05,2.744116045505507e-06,0.0693082958459854,1998,2.992213239849661e-06,79,0.0010866353986784,0.003104672567652572,5.1875,0.000776168141913143
80,3.84781087632291e-05,3.24391089634446e-06,0.0897809490561485,1998,3.4802865229721647e-06,80,0.00128043605946,0.0036583887413142863,7.5875,0.0009145971853285716
81,0.00010006770025938748,8.474392416246701e-06,0.3811483979225158,1998,8.905997674446553e-06,81,0.003330988343805,0.009517109553728573,6.1625,0.002379277388432143
82,0.00015436901594512165,1.3083702469884884e-05,0.3905410170555115,1998,1.355865788355004e-05,82,0.0051353760063648,0.014672502875328,2.3375,0.003668125718832
83,8.376124606002122e-05,7.116841970855603e-06,0.2013252526521682,1998,7.250223916344112e-06,83,0.0027812435291707,0.007946410083344858,4.2125,0.0019866025208362145
84,6.014863174641505e-05,5.119650722917868e-06,0.1444996744394302,1998,5.135324954608223e-06,84,0.0019957865588366,0.005702247310961715,5.4875,0.0014255618277404288
85,4.80054623039905e-05,4.091303253517253e-06,0.1088528633117675,1998,4.045503828820074e-06,85,0.0015921383164823,0.004548966618520858,3.6875,0.0011372416546302144
86,3.899601870216429e-05,3.327594640722964e-06,0.0877064689993858,1998,3.2431291856482858e-06,86,0.0012931122910231,0.003694606545780286,5.8625,0.0009236516364450715
87,7.22611730452627e-05,6.19641286903061e-06,0.2008509784936905,1998,5.913028871873394e-06,87,0.0023971104528754,0.006848887008215429,9.4625,0.0017122217520538572
88,0.00013267851318232715,1.1352648471074644e-05,0.3332511484622955,1998,1.0673115866666194e-05,88,0.0044035776518285,0.012581650433795714,11.9375,0.0031454126084489286
89,7.292148075066507e-05,6.225095603440423e-06,0.1740685999393463,1998,5.738339496019762e-06,89,0.0024180756881833,0.006908787680523714,11.262501,0.0017271969201309286
90,5.066898665972985e-05,4.310248641559156e-06,0.1166576147079467,1998,3.901319360011257e-06,90,0.0016796209383755,0.004798916966787144,8.0375,0.001199729241696786
91,3.953277337132022e-05,3.356328306836076e-06,0.08872602134943,1998,2.987240804941393e-06,91,0.0013100159121677,0.0037429026061934286,2.4125,0.0009357256515483571
92,3.2650357752572745e-05,2.767088290056563e-06,0.0715690031647682,1998,2.4226578716479708e-06,92,0.0010818906594067,0.0030911161697334292,5.2625,0.0007727790424333573
93,2.7383881388232112e-05,2.315313622602844e-06,0.0586064271628856,1998,1.9937542674597357e-06,93,0.00090759719023481,0.0025931348292423145,8.0375,0.0006482837073105786
94,2.316931204404682e-05,1.952103502844693e-06,0.0483738332986831,1998,1.6525531236766255e-06,94,0.0007682949653826654,0.002195128472521901,9.9875,0.0005487821181304753
95,2.0104544091736894e-05,1.6888498066691682e-06,0.041323535144329,1998,1.4059108934816322e-06,95,0.0006667593843303621,0.0019050268123724631,5.2625,0.0004762567030931158
96,1.804012936190702e-05,1.5123276853046264e-06,0.0364258401095867,1998,1.23874417568004e-06,96,0.0005983443697914481,0.0017095553422612805,3.3874998,0.0004273888355653201
97,1.7595810277271084e-05,1.4736381217517192e-06,0.0360194034874439,1998,1.1869315130752511e-06,97,0.0005837726057507098,0.0016679217307163138,6.7625,0.00041698043267907845
98,1.991785211430397e-05,1.665817990215146e-06,0.0417753085494041,1998,1.3184669569454854e-06,98,0.0006611591670662165,0.0018890261916177614,9.6875,0.00047225654790444035
99,2.0715140635729767e-05,1.7253249779969335e-06,0.0422079712152481,1998,1.3424930784822209e-06,99,0.0006880281143821776,0.0019657946125205077,10.2125,0.0004914486531301269
100,1.775947202986572e-05,1.4699073744850466e-06,0.0352458134293556,1998,1.1229543588342494e-06,100,0.0005903584533371031,0.001686738438106009,11.9375,0.00042168460952650227
101,1.528811662865337e-05,1.253903633369191e-06,0.0295435395091772,1998,9.397155054102768e-07,101,0.0005087919416837394,0.0014536912619535413,13.512501,0.00036342281548838533
102,1.3981682059238665e-05,1.135426145992824e-06,0.0269444733858108,1998,8.340224439962185e-07,102,0.0004656694363802672,0.0013304841039436207,10.8875,0.00033262102598590517
103,1.3258299077278934e-05,1.0642140750860565e-06,0.0249530579894781,1998,7.663839483029733e-07,103,0.00044190080370754,0.0012625737248786858,10.5125,0.00031564343121967146
104,1.1777711733884644e-05,9.327451380158892e-07,0.0216719210147857,1998,6.581931870641711e-07,104,0.0003929093072656542,0.0011225980207590122,11.637501,0.00028064950518975304
105,1.0644517715263646e-05,8.316365551763738e-07,0.0192745886743068,1998,5.74864202462777e-07,105,0.0003553412389010191,0.0010152606825743404,9.6125,0.0002538151706435851
106,9.929528459906578e-06,7.651995588275895e-07,0.0177710484713315,1998,5.179614390726783e-07,106,0.00033170310780406,0.0009477231651544572,9.7625,0.0002369307912886143
107,9.486627277510706e-06,7.202502843028924e-07,0.0168525967746973,1998,4.772106194650405e-07,107,0.0003171968273818493,0.0009062766496624266,11.3375,0.00022656916241560666
108,8.925008842197713e-06,6.659453219981515e-07,0.0155000258237123,1998,4.319636275340599e-07,108,0.0002987315820064396,0.0008535188057326847,12.237499,0.00021337970143317118
109,8.1823982327478e-06,5.988926545796858e-07,0.0140306027606129,1998,3.801472701070452e-07,109,0.00027418028912507,0.0007833722546430571,12.5375,0.00019584306366076428
110,1.0167525033466518e-05,7.315019274756196e-07,0.0196491088718175,1998,4.529220518634247e-07,110,0.0003410845238249749,0.0009745272109284998,12.4625,0.00024363180273212495
111,3.1728719477541745e-05,2.249607405246934e-06,0.0893791019916534,1998,1.3547180515161017e-06,111,0.0010654188226908,0.0030440537791165717,11.112499,0.0007610134447791429
112,0.0001817492593545467,1.2707423593383282e-05,0.67145174741745,1998,7.382876447081799e-06,112,0.0061094840057194,0.017455668587769715,7.8125,0.004363917146942429
113,0.0002713095454964787,1.8681694200495255e-05,0.7469353079795837,1998,1.056738165061688e-05,113,0.0091100111603736,0.026028603315353144,7.0625,0.006507150828838286
114,0.0001382972113788128,9.425651114725042e-06,0.4113891422748565,1998,5.156305633136071e-06,114,0.0046285549178719,0.013224442622491143,9.3125,0.003306110655622786
115,0.0001167092050309293,7.869452929298859e-06,0.3316375017166137,1998,4.187605554761831e-06,115,0.003901184303686,0.011146240867674287,6.8375,0.0027865602169185716
116,8.388562855543569e-05,5.584214704867918e-06,0.2084605395793914,1998,2.896859314205358e-06,116,0.0028020541649311,0.008005869042660286,10.2125,0.0020014672606650714
117,5.506395609700121e-05,3.6074643503525294e-06,0.1295971423387527,1998,1.8259385115015905e-06,117,0.0018397760577499,0.005256503022142572,13.4375,0.001314125755535643
118,4.038859333377332e-05,2.608927843539277e-06,0.0925181061029434,1998,1.2883177760159017e-06,118,0.0013494037557393,0.003855439302112286,8.1875,0.0009638598255280715
119,3.384282535989769e-05,2.164504167012637e-06,0.0775053575634956,1998,1.0420637863717277e-06,119,0.0011306514497846,0.003230432713670286,5.1125,0.0008076081784175715
120,2.9452727176249027e-05,1.8679984350455925e-06,0.0646660923957824,1998,8.770787758294318e-07,120,0.0009841087739914656,0.0028117393542613305,6.6125,0.0007029348385653326
121,2.5911656848620623e-05,1.6330945982190317e-06,0.0578423701226711,1998,7.473135497093608e-07,121,0.0008659730083309114,0.0024742085952311754,6.9875,0.0006185521488077939
122,2.394401417404879e-05,1.49941638483142e-06,0.0517094358801841,1998,6.688584335279302e-07,122,0.0008005520794540644,0.0022872916555830413,8.9375,0.0005718229138957603
123,2.097353535646107e-05,1.301914153373218e-06,0.0435482151806354,1998,5.663083015861048e-07,123,0.0007018221076577902,0.0020052060218794005,11.9375,0.0005013015054698501
124,1.7654107068665326e-05,1.0841118864846069e-06,0.0356404148042202,1998,4.598477971740067e-07,124,0.0005912949563935399,0.0016894141611243998,12.237499,0.00042235354028109996
125,1.5162338968366385e-05,9.197360668622424e-07,0.0298722889274358,1998,3.804657922046317e-07,125,0.0005082990974187851,0.0014522831354822432,11.862499,0.0003630707838705608
126,1.3619676792586688e-05,8.182575470527809e-07,0.0265047773718833,1998,3.298503941095987e-07,126,0.0004567549913190305,0.0013050142609115159,6.9125,0.00032625356522787897
127,1.249944034498185e-05,7.436751161549182e-07,0.0238004699349403,1998,2.921802320088318e-07,127,0.000419453252106905,0.0011984378631625858,9.4625,0.00029960946579064645
128,1.1035445822926704e-05,6.482321737166785e-07,0.0204464048147201,1998,2.483477317127836e-07,128,0.0003707933647092432,0.0010594096134549805,13.5875,0.0002648524033637451
129,9.816279089136517e-06,5.68500809094985e-07,0.0178714748471975,1998,2.1241335446120507e-07,129,0.0003301746037323028,0.0009433560106637223,12.237499,0.00023583900266593058
130,1.0505941645533312e-05,6.017857572260255e-07,0.020199766382575,1998,2.187149306109859e-07,130,0.00035365813528187573,0.0010104518150910735,10.5125,0.0002526129537727684
131,1.639297988731414e-05,9.337279038845736e-07,0.0369478464126586,1998,3.291663119853183e-07,131,0.0005520794657059014,0.0015773699020168613,7.0625,0.0003943424755042153
132,3.0248804250732064e-05,1.7156863805212197e-06,0.074046567082405,1998,5.86730550367065e-07,132,0.0010191515320912,0.0029118615202605716,7.1375,0.0007279653800651429
133,5.017079820390791e-05,2.831802930813865e-06,0.1314788460731506,1998,9.396258064953144e-07,133,0.0016913573490455,0.004832449568701429,10.0625,0.0012081123921753572
134,5.7261655456386507e-05,3.200976152584189e-06,0.1370200216770172,1998,1.0349428976041963e-06,134,0.0019309893250465,0.0055171123572757145,10.2875,0.0013792780893189286
135,4.590729440678842e-05,2.5426313641219167e-06,0.1081433817744255,1998,8.001474611774029e-07,135,0.0015484594041481,0.004424169726137429,11.112499,0.0011060424315343573
136,3.788554749917239e-05,2.070372829621192e-06,0.0853319242596626,1998,6.36092011063738e-07,136,0.0012789270840585,0.003654077383024286,13.5875,0.0009135193457560715
137,2.9053295293124396e-05,1.5612217794114258e-06,0.0629642680287361,1998,4.694914537139994e-07,137,0.00098181061912328,0.002805173197495086,14.262501,0.0007012932993737715
138,2.38204411289189e-05,1.2590401183842914e-06,0.0505648180842399,1998,3.705762310346472e-07,138,0.0008055503130890429,0.0023015723231115514,11.487499,0.0005753930807778878
139,2.0523188140941784e-05,1.0644099575074506e-06,0.0423059836030006,1998,3.073722041335714e-07,139,0.0006947892834432423,0.001985112238409264,13.2125,0.000496278059602316
140,1.6986179616651498e-05,8.602228263043799e-07,0.0337601788341999,1998,2.449773148782697e-07,140,0.0005759689956903458,0.0016456257019724166,15.5375,0.00041140642549310414
141,1.3773827959084883e-05,6.767153877262899e-07,0.0263355914503335,1998,1.91572652852301e-07,141,0.00046796901733614493,0.0013370543352461284,16.8875,0.0003342635838115321
142,1.1306732631055638e-05,5.36819413810008e-07,0.0208993777632713,1998,1.518659615840079e-07,142,0.000384796381695196,0.0010994182334148456,15.4625,0.0002748545583537114
143,9.636978575144894e-06,4.429157627328095e-07,0.0173464138060808,1998,1.249010495030234e-07,143,0.0003283374535385519,0.0009381070101101484,12.387501,0.0002345267525275371
144,8.45436989038717e-06,3.76763694021065e-07,0.0148285552859306,1998,1.0565781849436463e-07,144,0.00028837317950092256,0.0008239233700026359,12.387501,0.00020598084250065898
145,7.389834991045063e-06,3.182764771736402e-07,0.0125609142705798,1998,8.915258575825646e-08,145,0.0002524925221223384,0.0007214072060638241,15.3125,0.00018035180151595602
146,6.355785899359034e-06,2.62538605966256e-07,0.0104361986741423,1998,7.428182158264462e-08,146,0.00021767386351712048,0.00062192532433463,17.9375,0.0001554813310836575
147,5.390812930272659e-06,2.1127524973962866e-07,0.0084921717643737,1998,6.134875718544208e-08,147,0.000185133219929412,0.0005289520569411772,19.3625,0.0001322380142352943
148,4.681095106207067e-06,1.7311769795469445e-07,0.0072357049211859,1998,5.203779096518701e-08,148,0.00016113484161905944,0.0004603852617687413,17.712502,0.00011509631544218532
149,4.358620117272949e-06,1.5310051537653638e-07,0.0066436068154871,1998,4.7070145114958e-08,149,0.00015024781168904155,0.0004292794619686902,13.4375,0.00010731986549217255
150,4.105555035494035e-06,1.3709663448935316e-07,0.0061575835570693,1998,4.303605649624842e-08,150,0.00014178178389556706,0.00040509081113019165,15.5375,0.00010127270278254791
151,3.842056685243733e-06,1.2167090801540328e-07,0.0056606638245284,1998,3.9151569097839456e-08,151,0.0001329699152847752,0.0003799140436707863,17.037498,9.497851091769658e-05
152,3.590006599551998e-06,1.0783547566006747e-07,0.0052008302882313,1998,3.5553654242903576e-08,152,0.00012449749920051545,0.00035570714057290133,16.4375,8.892678514322533e-05
153,3.391126028873259e-06,9.645941645430869e-08,0.0048561156727373,1998,3.2716908293650704e-08,153,0.00011786919640144332,0.00033676913257555237,17.5625,8.419228314388809e-05
154,3.204627091690781e-06,8.556150987715229e-08,0.0044903634116053,1998,3.0284287078075074e-08,154,0.00011170845391461626,0.0003191670111846179,19.8875,7.979175279615447e-05
155,3.066943918383913e-06,7.638676891019713e-08,0.0043210443109273,1998,2.8705210652901773e-08,155,0.00010724360618041828,0.0003064103033726237,20.712502,7.660257584315592e-05
156,3.098702109127771e-06,7.147453828793006e-08,0.0043544103391468,1998,2.8929342477113096e-08,156,0.00010869524703593925,0.00031055784867411215,20.787498,7.763946216852804e-05
157,2.985662149512791e-06,6.304279054347718e-08,0.0040901200845837,1998,2.7879643482719985e-08,157,0.00010509292042115705,0.00030026548691759156,22.0625,7.506637172939789e-05
158,2.911642241087975e-06,5.68921549870538e-08,0.0040922127664089,1998,2.7296811921928565e-08,158,0.0001027806501952,0.0002936590005577143,19.662498,7.341475013942857e-05
159,3.142261448374484e-06,5.701696181859006e-08,0.0044669606722891,1998,2.9606724183395272e-08,159,0.00011125180753879248,0.00031786230725369284,20.1125,7.946557681342321e-05
160,3.158824029014795e-06,5.3263921273583044e-08,0.0044073439203202,1998,2.970162427118339e-08,160,0.00011217751307412982,0.0003205071802117995,20.412498,8.012679505294988e-05
161,3.976075731770834e-06,6.502421712184514e-08,0.0066258148290216,1998,3.878935217471735e-08,161,0.000141556651215069,0.00040444757490019716,17.9375,0.00010111189372504929
