,Year,DON_Loss(gN/day/m2)_Delineated_Average,NH4_Loss(gN/day/m2)_Delineated_Average,NO3_Loss(gN/day/m2)_Delineated_Average,Runoff_All(mm/day)_Delineated_Average,DOC_Loss(gC/day/m2)_Delineated_Average,Step,DOC_mg/L,Sfc_Water_Temp_C,CO2
471,1999,8.201670311791531e-07,4.1831107466805406e-08,3.765108502751247e-10,0.0006512770778499544,3.908108192263171e-05,471,0.00011166023406466203,11.5625,2.7915058516165508e-05
472,1999,7.480144290639146e-07,3.770312417827881e-08,3.578140561621978e-10,0.0005769860581494868,3.566691520973109e-05,472,0.00010190547202780311,13.2125,2.5476368006950777e-05
473,1999,7.5150552447667e-07,3.7767673433108946e-08,3.7911346284502656e-10,0.0006405457970686257,3.585003287298605e-05,473,0.00010242866535138872,9.7625,2.560716633784718e-05
474,1999,8.573990726290504e-07,4.2594258786721184e-08,4.5279335836312384e-10,0.0007121078670024872,4.091855225851759e-05,474,0.00011691014931005028,9.9125,2.922753732751257e-05
475,1999,8.071228876360692e-07,3.9498893045220036e-08,4.4616735306313155e-10,0.0006381596904247999,3.854035458061844e-05,475,0.00011011529880176698,11.862499,2.7528824700441745e-05
476,1999,7.443553613484255e-07,3.59329277443976e-08,4.2611131290115617e-10,0.0005747823161073029,3.555653529474512e-05,476,0.00010159010084212891,9.2375,2.5397525210532228e-05
477,1999,7.224261935334653e-07,3.4528927272958754e-08,4.244675999576231e-10,0.0005624294281005859,3.4520227927714586e-05,477,9.862922265061311e-05,8.1125,2.4657305662653277e-05
478,1999,7.853391821299738e-07,3.7645474293412924e-08,4.796797403727736e-10,0.0007064110250212252,3.754262434085831e-05,478,0.0001072646409738809,8.9375,2.6816160243470225e-05
479,1999,1.0058722637040771e-06,4.8174612743423495e-08,6.370240446251785e-10,0.0009547420195303856,4.810232712770812e-05,479,0.00013743522036488036,8.2625,3.435880509122009e-05
480,1999,1.1098019285782357e-06,5.30364303585884e-08,7.226089171474824e-10,0.0010712376097217,5.308941763360053e-05,480,0.00015168405038171583,7.5875,3.792101259542896e-05
481,1999,1.1464425142548862e-06,5.471310515758888e-08,7.588579209460987e-10,0.0011134708765894,5.485659494297579e-05,481,0.00015673312840850227,6.3125,3.918328210212557e-05
482,1999,1.125991275330307e-06,5.343509101862765e-08,7.559879944274427e-10,0.0010466366074979,5.390029036789201e-05,482,0.0001540008296225486,9.6125,3.850020740563715e-05
483,1999,1.0194552260145429e-06,4.8031250088342865e-08,6.957290299425266e-10,0.000905723893083632,4.882587381871417e-05,483,0.00013950249662489765,11.1875,3.487562415622441e-05
484,1999,9.915464715959388e-07,4.690612698254881e-08,6.834970367464165e-10,0.000946668384131044,4.750084553961642e-05,484,0.0001357167015417612,5.2625,3.39291753854403e-05
485,1999,1.1499912488943664e-06,5.4679826888559546e-08,7.94889654098796e-10,0.0011496089864522,5.510299524758011e-05,485,0.00015743712927880033,4.7375,3.935928231970008e-05
486,1999,1.2369973774184473e-06,5.893193488759608e-08,8.528423522946581e-10,0.0012275924673303,5.92851938563399e-05,486,0.00016938626816097115,5.4875,4.234656704024279e-05
487,1999,1.1910798320968752e-06,5.670984748462615e-08,8.196344714050952e-10,0.0011392855085432,5.710720142815262e-05,487,0.00016316343265186463,9.3875,4.079085816296616e-05
488,1999,1.081345772036002e-06,5.128956814814956e-08,7.443242133753357e-10,0.000978854252025485,5.187160786590539e-05,488,0.00014820459390258684,10.9625,3.705114847564671e-05
489,1999,9.597652024240233e-07,4.5259721304091733e-08,6.615369918527846e-10,0.0008234696579165757,4.606092625181191e-05,489,0.0001316026464337483,10.6625,3.2900661608437076e-05
490,1999,8.54061113386706e-07,3.9865064138666646e-08,5.931565238981307e-10,0.0006826348835602403,4.1017319745151326e-05,490,0.0001171923421290038,13.8125,2.929808553225095e-05
491,1999,7.452761110471329e-07,3.4214249211572685e-08,5.264445546160346e-10,0.0005486812442541122,3.58241013600491e-05,491,0.000102354575314426,15.5375,2.55886438286065e-05
492,1999,6.483513175226108e-07,2.9065002848938093e-08,4.695874245008723e-10,0.0004388646048028022,3.119228495052084e-05,492,8.912081414434527e-05,15.8375,2.2280203536086318e-05
493,1999,5.711997346224962e-07,2.4855975055970706e-08,4.247287799241661e-10,0.0003582578210625797,2.750072417256888e-05,493,7.85734976359111e-05,14.7875,1.9643374408977774e-05
494,1999,5.14954251684685e-07,2.1695999663506882e-08,3.906295842348584e-10,0.000304531684378162,2.480658076819964e-05,494,7.087594505199898e-05,12.9125,1.7718986262999745e-05
495,1999,9.359667956232444e-07,4.1425948893447646e-08,8.66791305398351e-10,0.0013683572178706,4.5116474211681634e-05,495,0.0001289042120333761,8.3375,3.2226053008344024e-05
496,1999,4.278833330317866e-06,1.8940734491934566e-07,4.542462406220693e-09,0.0064121671020984,0.0002063457650365308,496,0.0005895593286758023,8.6375,0.00014738983216895058
497,1999,4.26903716288507e-06,1.8741087615126162e-07,5.060920127419877e-09,0.0061223255470395,0.00020599567505996677,497,0.000588559071599905,11.1875,0.00014713976789997626
498,1999,4.319887466408545e-06,1.9121434036151186e-07,5.674562597590693e-09,0.0067081158049404,0.00020856382616329935,498,0.0005958966461808553,10.2125,0.00014897416154521382
499,1999,5.514224085345632e-06,2.447952169859491e-07,7.871547857973837e-09,0.0087920734658837,0.0002663566847331822,499,0.0007610190992376635,9.5375,0.00019025477480941587
500,1999,5.405449883255642e-06,2.3779080038366374e-07,8.387529781828107e-09,0.0081478785723447,0.0002613081596791744,500,0.0007465947419404984,13.137501,0.0001866486854851246
501,1999,4.238580459059449e-06,1.8398212375814185e-07,7.112878730453076e-09,0.0059813065454363,0.00020505690190475437,501,0.0005858768625850125,13.137501,0.00014646921564625312
502,1999,4.283043836039724e-06,1.8760057685085485e-07,7.831281401138313e-09,0.0067724166437983,0.00020734293502755463,502,0.0005924083857930133,11.262501,0.00014810209644825333
503,1999,7.93083290773211e-06,3.539695683230093e-07,1.5782745776959928e-08,0.0149020198732614,0.00038415094604715705,503,0.0010975741315633059,9.8375,0.00027439353289082646
504,1999,1.3880403457733337e-05,6.21324147687119e-07,2.9503633314220682e-08,0.0267895553261041,0.0006726618739776313,504,0.0019218910685075182,9.4625,0.00048047276712687956
505,1999,1.367519325867761e-05,6.073380518500926e-07,3.0786370786017876e-08,0.0252027306705713,0.0006630615098401904,505,0.0018944614566862585,11.262501,0.00047361536417156463
506,1999,1.0303518138243817e-05,4.518498428751627e-07,2.466662962774535e-08,0.0177422873675823,0.0004999619559384882,506,0.0014284627312528236,13.737499,0.0003571156828132059
507,1999,7.676347195229027e-06,3.322086001844582e-07,1.9733272793587275e-08,0.0125804189592599,0.00037284119753167033,507,0.001065260564376201,14.9375,0.0002663151410940503
508,1999,7.317805284401402e-06,3.162194843753241e-07,2.017440969837025e-08,0.0126181719824671,0.0003556678129825741,508,0.0010161937513787833,12.012501,0.0002540484378446958
509,1999,8.054595127759967e-06,3.43826513926615e-07,2.3537010562790783e-08,0.0135353310033679,0.00039172929245978594,509,0.0011192265498851028,11.7875,0.0002798066374712757
510,1999,6.575623501703376e-06,2.7471810426504817e-07,2.0390313437701483e-08,0.0102551765739917,0.0003201091894879937,510,0.0009145976842514107,14.862499,0.00022864942106285267
511,1999,4.801623163075419e-06,1.9564379272196677e-07,1.5717178669660825e-08,0.0069656460545957,0.0002339626953471452,511,0.0006684648438489864,14.487499,0.0001671162109622466
512,1999,3.6006256323162238e-06,1.424040902975321e-07,1.239591274071472e-08,0.0048379274085164,0.00017562737048137933,512,0.0005017924870896552,15.4625,0.0001254481217724138
513,1999,2.8590632155101048e-06,1.0896236801727357e-07,1.0451491228025134e-08,0.0036902837455272,0.00013966503320261836,513,0.00039904295200748105,17.4875,9.976073800187026e-05
514,1999,2.5145538984361337e-06,9.229366781937642e-08,9.616392127043127e-09,0.0031379589345306,0.00012297760986257344,514,0.0003513645996073527,13.887501,8.784114990183818e-05
515,1999,2.2518320292874705e-06,7.956358416549848e-08,8.908893178727341e-09,0.0027142299804836,0.0001102481401176192,515,0.0003149946860503406,14.262501,7.874867151258515e-05
516,1999,1.9903336578863677e-06,6.697830912116842e-08,8.205767620950155e-09,0.0022798455320298,9.761405090102926e-05,516,0.00027889728828865506,18.912498,6.972432207216376e-05
517,1999,1.7138577277364675e-06,5.4336865673576546e-08,7.376316446539022e-09,0.0018635027809068,8.420250378549099e-05,517,0.00024057858224426,19.212502,6.0144645561065e-05
518,1999,1.4968063624110073e-06,4.4568260193500464e-08,6.637801863718096e-09,0.0015587526140734,7.363767508650199e-05,518,0.00021039335739000568,16.9625,5.259833934750142e-05
519,1999,1.336234959126159e-06,3.720728614098334e-08,6.037815580839378e-09,0.0013295015087351,6.582868081750348e-05,519,0.0001880819451928671,17.6375,4.702048629821678e-05
520,1999,1.1891885378645384e-06,3.0669529138549485e-08,5.436444183715139e-09,0.0011215698905289,5.868016887689009e-05,520,0.00016765762536254315,19.587502,4.1914406340635787e-05
521,1999,1.0502354825803195e-06,2.4821725119750223e-08,4.8118988793532935e-09,0.0009358794777654112,5.191186937736347e-05,521,0.00014831962679246708,20.337502,3.707990669811677e-05
522,1999,9.347105560664204e-07,2.024755829665992e-08,4.219220972601079e-09,0.0007942243828438222,4.626400914276019e-05,522,0.00013218288326502913,18.2375,3.304572081625728e-05
523,1999,8.506259518981096e-07,1.6964959215215458e-08,3.72171804485788e-09,0.0006912631215527654,4.215274748275988e-05,523,0.00012043642137931394,17.4875,3.0109105344828485e-05
524,1999,7.834917710169975e-07,1.453799836070857e-08,3.276038551547344e-09,0.0006127413944341242,3.886533522745594e-05,524,0.0001110438149355884,16.2125,2.77609537338971e-05
525,1999,7.340481147366518e-07,1.2840517982226627e-08,2.9089008979354958e-09,0.0005585569306276739,3.6446930607780814e-05,525,0.00010413408745080233,15.6875,2.603352186270058e-05
526,1999,7.127522394512198e-07,1.193816245859125e-08,2.705946133829684e-09,0.0005546301254071295,3.543402999639511e-05,526,0.00010124008570398604,17.787498,2.531002142599651e-05
527,1999,7.248158908623736e-07,1.150351813805628e-08,2.618000705112422e-09,0.0005419900408014655,3.607537291827612e-05,527,0.0001030724940522175,17.9375,2.5768123513054376e-05
528,1999,6.761197255400475e-07,1.0162181318662532e-08,2.3075277244544168e-09,0.0004836092703044415,3.369214027770795e-05,528,9.626325793630843e-05,18.2375,2.4065814484077108e-05
529,1999,6.33567424301873e-07,9.124577537988898e-09,2.0397248334802502e-09,0.00044447602704167366,3.160488995490596e-05,529,9.02996855854456e-05,16.8875,2.25749213963614e-05
530,1999,6.102125098550459e-07,8.383755023544381e-09,1.840626984161986e-09,0.0004087708948645741,3.0473511287709695e-05,530,8.706717510774198e-05,18.0125,2.1766793776935496e-05
531,1999,5.68941857181926e-07,7.411937730239515e-09,1.6000477609523502e-09,0.0003623710363171994,2.844982736860402e-05,531,8.128522105315434e-05,19.7375,2.0321305263288586e-05
532,1999,5.516316718967573e-07,7.1737220608270044e-09,1.5136174535967939e-09,0.00039417596417479217,2.7618549211183563e-05,532,7.891014060338161e-05,17.1125,1.9727535150845404e-05
533,1999,6.394105867002509e-07,8.188225208982658e-09,1.7170506128039163e-09,0.000461268617073074,3.2043932151282206e-05,533,9.155409186080631e-05,16.8125,2.2888522965201578e-05
534,1999,7.152164585022547e-07,9.61422141898538e-09,2.0703780911901504e-09,0.0006389140617102385,3.589358675526455e-05,534,0.00010255310501504158,17.4875,2.5638276253760394e-05
535,1999,1.980791466849041e-06,3.14935562073515e-08,7.935999413177797e-09,0.0032997338566929,9.95204463833943e-05,535,0.0002843441325239837,13.2875,7.108603313099593e-05
536,1999,7.17742477718275e-06,1.159582083687383e-07,3.465324383000734e-08,0.0118020493537187,0.000361046870239079,536,0.0010315624863973685,15.237499,0.00025789062159934213
537,1999,6.372246389219072e-06,1.0275658723912785e-07,3.4907976953491016e-08,0.0099817905575037,0.0003210283175576478,537,0.0009172237644504224,17.6375,0.0002293059411126056
538,1999,5.104594492877368e-06,8.106890447834304e-08,3.0839832021456466e-08,0.0075507909059524,0.00025764849851839244,538,0.0007361385671954071,19.8875,0.00018403464179885177
539,1999,4.037291091663064e-06,6.228491145066073e-08,2.6269448838434076e-08,0.0056195221841335,0.000204184019821696,539,0.0005833829137762744,20.712502,0.0001458457284440686
540,1999,3.226959051971789e-06,4.7954927140381194e-08,2.2021332313215683e-08,0.0042347041890025,0.00016351019439753145,540,0.000467171983992947,20.337502,0.00011679299599823676
541,1999,2.6322281883039977e-06,3.7462221769146715e-08,1.8382444011422198e-08,0.003256895346567,0.00013362060417421162,541,0.0003817731547834618,20.337502,9.544328869586545e-05
542,1999,2.249936642328976e-06,3.109012425284163e-08,1.5797290586760937e-08,0.0027087822090834,0.00011438862566137686,542,0.0003268246447467911,18.462502,8.170616118669777e-05
543,1999,2.006780505325878e-06,2.6500524441530612e-08,1.396127036201733e-08,0.0022800755687057,0.00010221900447504596,543,0.00029205429850013133,21.087502,7.301357462503283e-05
544,1999,1.6854556861289891e-06,2.0978266235260893e-08,1.1454227788476601e-08,0.0017923212144523,8.602763409726322e-05,544,0.0002457932402778949,22.4375,6.144831006947373e-05
545,1999,1.6613604429949191e-06,2.059432979706344e-08,1.177108988059672e-08,0.0019855815917253,8.497831004206091e-05,545,0.00024279517154874547,21.537498,6.069879288718637e-05
546,1999,2.03158720069041e-06,2.4211068705426442e-08,1.4535629588863232e-08,0.0023664124310016,0.0001040739516611211,546,0.00029735414760320315,18.912498,7.433853690080079e-05
547,1999,1.900194547488354e-06,2.1942053507473247e-08,1.3616095806412432e-08,0.0021776228677481,9.751946345204487e-05,547,0.00027862703843441395,20.4875,6.965675960860349e-05
548,1999,1.778758360160282e-06,1.9696622999276773e-08,1.2604650656555805e-08,0.0019640822429209,9.146391676040366e-05,548,0.0002613254764582962,21.537498,6.533136911457404e-05
549,1999,1.5646770634702989e-06,1.6333226326992193e-08,1.0707950970356706e-08,0.001614476670511,8.06164534878917e-05,549,0.00023033272425111918,22.4375,5.7583181062779794e-05
550,1999,1.3395795122050913e-06,1.3377408514259061e-08,8.745847601687728e-09,0.0013271769275888,6.913974357303232e-05,550,0.00019754212449437806,20.8625,4.9385531123594516e-05
551,1999,1.6494904002684052e-06,1.7643067451444953e-08,1.2163169138545982e-08,0.0021694563329219,8.531750791007653e-05,551,0.00024376430831450437,20.8625,6.094107707862609e-05
552,1999,4.665706455853069e-06,5.32158992427867e-08,4.267201347829541e-08,0.008278552442789,0.0002418141812086105,552,0.00069089766059603,20.037498,0.0001727244151490075
553,1999,1.023121967591578e-05,1.1226919127693693e-07,1.0608937373035589e-07,0.0181935895234346,0.0005313822766765952,553,0.0015182350762188435,20.9375,0.00037955876905471087
554,1999,9.877072443487124e-06,1.044451281018155e-07,1.0965081997937889e-07,0.0171854496002197,0.0005139951827004552,554,0.0014685576648584436,20.6375,0.0003671394162146109
555,1999,1.0254613698634785e-05,1.0812861006570529e-07,1.2101408231046662e-07,0.0187624059617519,0.0005347301485016942,555,0.001527800424290555,20.9375,0.0003819501060726387
556,1999,2.04351672437042e-05,2.241442444983477e-07,2.5957541538446094e-07,0.0464768856763839,0.001067750621587,556,0.003050716061677143,20.412498,0.0007626790154192858
557,1999,4.91469145345036e-05,5.272809175949078e-07,6.481589593931858e-07,0.1165590658783912,0.002572740195319,557,0.007350686272340001,19.8125,0.0018376715680850002
558,1999,0.00011433445615693928,1.259942450815288e-06,1.4790126670050086e-06,0.3304798007011413,0.0059957108460366,558,0.01713060241724743,20.4875,0.004282650604311857
559,1999,0.0002238723827758804,2.364055035286583e-06,2.90010007120145e-06,0.6139660477638245,0.0117535796016454,559,0.033581656004701144,21.087502,0.008395414001175286
560,1999,0.00012394579243846238,1.2213288300699787e-06,1.6298668015224391e-06,0.3097643554210663,0.0064975526183843,560,0.01856443605252657,21.3125,0.0046411090131316425
561,1999,6.418579869205132e-05,6.008032755744352e-07,8.593527809352963e-07,0.1494340151548385,0.0033661620691418,561,0.009617605911833716,22.287498,0.002404401477958429
562,1999,4.0340415580431e-05,3.630485707617481e-07,5.486422196554486e-07,0.0886485055088996,0.0021189192775636,562,0.006054055078753144,22.662498,0.001513513769688286
563,1999,2.7307027266942896e-05,2.3657584335978757e-07,3.742205478829419e-07,0.0563140362501144,0.0014370658900588,563,0.004105902543025143,22.662498,0.0010264756357562857
564,1999,2.226391370641068e-05,1.925886294884549e-07,3.092313818342518e-07,0.0464162044227123,0.0011741088237613,564,0.003354596639318,22.5125,0.0008386491598295
565,1999,2.5044451831490733e-05,2.1690311768907122e-07,3.523516625136836e-07,0.0538938008248806,0.0013233636273071,565,0.003781038935163143,21.537498,0.0009452597337907858
566,1999,2.6723659175331704e-05,2.2677414790450714e-07,3.7692160503866045e-07,0.0564716793596744,0.0014147053007036,566,0.004042015144867429,21.3125,0.0010105037862168573
567,1999,2.2864664060762152e-05,1.898769710351189e-07,3.209184740171622e-07,0.0466049499809742,0.0012126482324674,567,0.0034647092356211427,21.6875,0.0008661773089052857
568,1999,1.7896460121846758e-05,1.450359121690781e-07,2.4835708245518617e-07,0.0346828252077102,0.0009510272066108882,568,0.002717220590316824,22.287498,0.000679305147579206
569,1999,1.3904883417126255e-05,1.11429777405192e-07,1.8991138972523919e-07,0.0259454157203435,0.0007403503404930234,569,0.002115286687122924,21.7625,0.000528821671780731
570,1999,1.162597800430376e-05,9.26226064734692e-08,1.562313087788425e-07,0.021100940182805,0.0006202617660164833,570,0.0017721764743328097,21.912498,0.0004430441185832024
571,1999,1.2843342119595036e-05,1.0591283938765629e-07,1.7494029691533797e-07,0.0253682918846607,0.0006866035982966423,571,0.0019617245665618354,21.462502,0.0004904311416404589
572,1999,1.6683405192452483e-05,1.365097688221795e-07,2.2723362747001374e-07,0.0328296832740306,0.0008934914949350059,572,0.0025528328426714457,20.412498,0.0006382082106678614
573,1999,1.5031394468678627e-05,1.2113385139400634e-07,2.018032603245956e-07,0.0283823050558567,0.0008064276189543307,573,0.002304078911298088,20.787498,0.000576019727824522
574,1999,1.2347071788099129e-05,9.956178104175707e-08,1.6259380686278749e-07,0.0226303599774837,0.000663575017824769,574,0.001895928622356483,20.712502,0.00047398215558912076
575,1999,1.0244065379083622e-05,8.185939748273087e-08,1.3153811551092076e-07,0.0179163422435522,0.0005516016390174627,575,0.0015760046829070365,21.537498,0.0003940011707267591
576,1999,8.10550591268111e-06,6.391631757196592e-08,1.0099036273913953e-07,0.0134823583066463,0.0004373262927401811,576,0.0012495036935433745,22.1375,0.00031237592338584363
577,1999,7.241531420731917e-06,5.793535606812839e-08,8.92278748665376e-08,0.0122480299323797,0.00039149055373854935,577,0.0011185444392529983,21.6125,0.0002796361098132496
578,1999,1.7017864593071863e-05,1.4932379599486012e-07,2.213113390325816e-07,0.040339421480894,0.0009217748884111644,578,0.0026336425383176125,20.2625,0.0006584106345794031
579,1999,5.938232061453164e-05,5.131573175276571e-07,7.841251772333635e-07,0.1456618160009384,0.0032218741253018,579,0.009205354643719429,19.5125,0.0023013386609298573
580,1999,6.614278390770778e-05,5.6296886441487e-07,8.738420547160786e-07,0.1605947017669677,0.0035921488888561,580,0.010263282539588858,19.8875,0.0025658206348972146
581,1999,5.400759255280718e-05,4.4959213596484925e-07,7.100737775544985e-07,0.1244348585605621,0.0029356461018323,581,0.00838756029094943,20.2625,0.0020968900727373575
582,1999,3.813781586359255e-05,3.141751108159952e-07,4.986775934412435e-07,0.0837473794817924,0.0020754190627485,582,0.005929768750710001,20.9375,0.0014824421876775003
583,1999,2.742389733612072e-05,2.2361392382208578e-07,3.553401199951623e-07,0.0569660030305385,0.0014944934519007,583,0.004269981291144857,21.0125,0.0010674953227862143
584,1999,1.9976640032837167e-05,1.6349858356079494e-07,2.545891959471192e-07,0.0395604558289051,0.0010901733767241,584,0.003114781076354572,19.962502,0.000778695269088643
585,1999,1.5288382201106288e-05,1.2592190046234464e-07,1.908918676463145e-07,0.0289150271564722,0.0008356274338439107,585,0.0023875069538397448,20.337502,0.0005968767384599362
586,1999,1.20600907393964e-05,1.006511141099509e-07,1.4659804037364665e-07,0.0218857005238533,0.0006601472850888968,586,0.0018861351002539908,19.4375,0.0004715337750634977
587,1999,9.765822142071556e-06,8.206405510691185e-08,1.1553387224694235e-07,0.0170012600719928,0.0005354734021238983,587,0.0015299240060682809,20.6375,0.0003824810015170702
588,1999,8.0517393143964e-06,6.809038666233391e-08,9.247277432677949e-08,0.0135072609409689,0.000442215969087556,588,0.0012634741973930172,20.1875,0.0003158685493482543
589,1999,6.904433121235343e-06,5.870526109674756e-08,7.717923722339037e-08,0.01127565279603,0.0003798625839408487,589,0.001085321668402425,20.6375,0.00027133041710060624
590,1999,6.290862529567676e-06,5.3730676796703853e-08,6.895976412124584e-08,0.0101592736318707,0.000346729822922498,590,0.0009906566369214229,20.9375,0.0002476641592303557
591,1999,5.8729324337036815e-06,4.994043223405242e-08,6.299629262684904e-08,0.0092683201655745,0.00032425698009319603,591,0.0009264485145519888,20.6375,0.0002316121286379972
592,1999,6.03262014919892e-06,5.2533128069853774e-08,6.502564531274403e-08,0.0100169675424695,0.00033366112620569766,592,0.0009533175034448506,20.412498,0.00023832937586121264
593,1999,6.805980319768423e-06,5.8639077593625195e-08,7.327066242623914e-08,0.0111785260960459,0.00037710537435486913,593,0.0010774439267281976,20.8625,0.0002693609816820494
594,1999,6.115729320299579e-06,5.120135071479127e-08,6.481442937911197e-08,0.009597148746252,0.0003394968516658992,594,0.0009699910047597121,21.7625,0.00024249775118992802
595,1999,5.276986939861672e-06,4.3692260476291274e-08,5.504437083914127e-08,0.0081515060737729,0.00029346777591854334,595,0.0008384793597672667,21.2375,0.00020961983994181667
596,1999,6.030940312484745e-06,5.176939765760835e-08,6.458974155520991e-08,0.0102974865585565,0.0003359828551765532,596,0.000959951014790152,20.1875,0.000239987753697538
597,1999,7.537214969488559e-06,6.313182865369528e-08,8.098879078488609e-08,0.012505711056292,0.00042063204455189407,597,0.0012018058415768404,20.8625,0.0003004514603942101
598,1999,6.541312359331641e-06,5.3558011359200464e-08,6.956797449220177e-08,0.0104754175990819,0.0003657141351141036,598,0.001044897528897439,21.462502,0.00026122438222435975
599,1999,5.6755138757580426e-06,4.5549782612397394e-08,5.9492659687521154e-08,0.0088422344997525,0.00031791036599315703,599,0.0009083153314090202,21.9875,0.00022707883285225504
600,1999,5.050713753007585e-06,3.949248394974347e-08,5.20747960308654e-08,0.0076515222899615,0.00028347570332698524,600,0.0008099305809342436,22.662498,0.0002024826452335609
601,1999,4.563859874906484e-06,3.4919015234891055e-08,4.621234950263897e-08,0.0067795421928167,0.0002566405455581844,601,0.0007332587015948126,22.1375,0.00018331467539870315
602,1999,4.212661224300973e-06,3.16932009525317e-08,4.167893763451502e-08,0.006125230807811,0.00023731659166514876,602,0.0006780474047575679,21.462502,0.00016951185118939198
603,1999,3.882536930177594e-06,2.88728827513296e-08,3.7414476850017315e-08,0.0055285138078033,0.0002191042294725776,603,0.0006260120842073646,21.3125,0.00015650302105184115
604,1999,3.6977749005018264e-06,2.7482865760930508e-08,3.502708878500016e-08,0.0052674999460577,0.000209048594115302,604,0.0005972816974722915,21.3125,0.00014932042436807287
605,1999,3.638725274868193e-06,2.7124094970076843e-08,3.363890854757301e-08,0.005113233346492,0.0002060229744529352,605,0.0005886370698655292,19.8125,0.0001471592674663823
606,1999,3.397599812160479e-06,2.5328752428777083e-08,3.041690632699101e-08,0.0046439762227237,0.00019267306197434664,606,0.0005504944627838476,20.337502,0.0001376236156959619
607,1999,3.0426397188421106e-06,2.2501810192920857e-08,2.6214797443913085e-08,0.0040088528767228,0.000172834683326073,607,0.0004938133809316371,21.2375,0.00012345334523290928
608,1999,2.676755457287072e-06,1.953016592892709e-08,2.2084201134475734e-08,0.003393811173737,0.00015231245197355747,608,0.00043517843421016423,21.6125,0.00010879460855254106
609,1999,2.560811481089331e-06,1.905275937019724e-08,2.0879889817138064e-08,0.0033539826981723,0.00014595767424907535,609,0.0004170219264259296,20.6375,0.0001042554816064824
610,1999,2.79552932624938e-06,2.144823518790417e-08,2.241720942208758e-08,0.0037058917805552,0.00015951477689668536,610,0.0004557565054191011,17.2625,0.00011393912635477527
611,1999,2.782172714432818e-06,2.214628658236961e-08,2.138287946706896e-08,0.0035864238161593,0.00015888703637756407,611,0.00045396296107875453,15.387501,0.00011349074026968863
612,1999,2.5152487523882883e-06,2.062214754516845e-08,1.8432762871611885e-08,0.0031327127944678,0.0001438135514035821,612,0.00041089586115309175,18.087502,0.00010272396528827294
613,1999,2.793784915411379e-06,2.5249217827649773e-08,2.0966714586734273e-08,0.0039999051950871,0.00015993481792975217,613,0.00045695662265643483,16.8875,0.00011423915566410871
614,1999,3.954700332542416e-06,3.7797320828758536e-08,2.972684320923236e-08,0.0057787727564573,0.000226561664021574,614,0.00064731904006164,14.112499,0.00016182976001541
615,1999,4.104645540792262e-06,4.107942785935848e-08,3.0392580896432264e-08,0.0059363576583564,0.00023534503998234868,615,0.0006724143999495677,14.9375,0.00016810359998739192
616,1999,3.897875558322994e-06,4.062768610424428e-08,2.815619914997569e-08,0.0055293370969593,0.00022368344070855528,616,0.0006390955448815866,15.4625,0.00015977388622039664
617,1999,3.5863131415680982e-06,3.870837517183645e-08,2.5067231845810056e-08,0.0049516726285219,0.0002059809194179252,617,0.0005885169126226434,15.4625,0.00014712922815566086
618,1999,3.2241407552646706e-06,3.563837935871561e-08,2.1764385849110116e-08,0.004307959228754,0.00018536941206548363,618,0.0005296268916156675,16.9625,0.00013240672290391688
619,1999,2.8928732263011625e-06,3.2511621839148575e-08,1.889064371596305e-08,0.0037624237593263,0.00016650769975967705,619,0.00047573628502764877,17.5625,0.00011893407125691219
620,1999,2.689017946977401e-06,3.0742217660417737e-08,1.7051190681627304e-08,0.0034580545034259,0.0001549380976939574,620,0.0004426802791255926,17.1125,0.00011067006978139814
621,1999,8.672157491673715e-06,1.171103818364827e-07,6.037043931428343e-08,0.020297909155488,0.000500228488817811,621,0.0014292242537651744,14.3375,0.0003573060634412936
622,1999,4.9168353143613786e-05,6.75992112064705e-07,3.579428096145421e-07,0.1129751503467559,0.0028384858742356,622,0.008109959640673143,13.8125,0.0020274899101682857
623,1999,3.909445149474777e-05,5.423753464128822e-07,2.907575264998741e-07,0.084896482527256,0.0022570798173546,623,0.006448799478156001,14.7125,0.0016121998695390002
624,1999,2.741358184721321e-05,3.85993331519785e-07,2.0511977538717477e-07,0.0564415641129016,0.001583031960763,624,0.004522948459322857,14.637501,0.0011307371148307143
625,1999,2.0801609935006127e-05,3.004257678185241e-07,1.5484420146094638e-07,0.0413990430533885,0.0012016369728371,625,0.003433248493820286,14.0375,0.0008583121234550715
626,1999,1.584983510838356e-05,2.311352460537819e-07,1.1677379063712578e-07,0.0294680129736661,0.0009161882335320116,626,0.0026176806672343193,15.9125,0.0006544201668085798
627,1999,1.1139085472677834e-05,1.6392429813549825e-07,8.066413670348993e-08,0.0194403231143951,0.0006443236488848925,627,0.0018409247110996929,15.5375,0.0004602311777749232
628,1999,8.346707545570098e-06,1.247927059466747e-07,5.8719258788642044e-08,0.0138495313003659,0.0004830496909562498,628,0.0013801419741607138,13.362499,0.00034503549354017844
629,1999,6.64634126223973e-06,1.011170311926435e-07,4.522280150354163e-08,0.010523397475481,0.0003848960332106799,629,0.001099702952030514,14.4125,0.0002749257380076285
630,1999,5.267655524221482e-06,8.055916822513609e-08,3.462498909811984e-08,0.0078160567209124,0.0003053316031582653,630,0.0008723760090236152,16.5875,0.0002180940022559038
631,1999,4.020713276986498e-06,6.106841965447529e-08,2.5514280466154563e-08,0.0055584809742867,0.0002333056618226692,631,0.0006665876052076264,17.9375,0.0001666469013019066
