,NO3_Loss(gN/day/m2)_Delineated_Average,Step,Runoff_All(mm/day)_Delineated_Average,Year,NH4_Loss(gN/day/m2)_Delineated_Average,DON_Loss(gN/day/m2)_Delineated_Average,DOC_Loss(gC/day/m2)_Delineated_Average,DOC_mg/L,Sfc_Water_Temp_C,CO2
787,7.558048076283795e-10,787,0.0020543024875223,2000,1.486154559415809e-07,1.838758635130944e-06,0.0001100000154110603,0.00031428575831731517,3.0124998,7.857143957932879e-05
788,7.053903017251172e-10,788,0.0018920940347015,2000,1.4004153570112976e-07,1.727621224745235e-06,0.00010336169361835346,0.00029531912462386705,4.3625,7.382978115596676e-05
789,6.60657584194979e-10,789,0.0017435562331229,2000,1.3238062024356625e-07,1.6291928659484256e-06,9.748036245582624e-05,0.0002785153213023607,3.3874998,6.962883032559018e-05
790,6.163116128554691e-10,790,0.0016013596905395,2000,1.2463715393096209e-07,1.5304061662391175e-06,9.15763303055428e-05,0.00026164665801583657,3.1625,6.541166450395914e-05
791,5.801433777818943e-10,791,0.0014934985665604,2000,1.183464206633289e-07,1.4496448557110853e-06,8.67458657012321e-05,0.0002478453305749489,-0.66250014,6.196133264373722e-05
792,5.532665436902562e-10,792,0.0014085788279771,2000,1.1381125375464762e-07,1.3906702633903478e-06,8.321957284351811e-05,0.00023777020812433748,0.3125,5.944255203108437e-05
793,5.218709908660911e-10,793,0.0012996736913919,2000,1.08292390166298e-07,1.32039428990538e-06,7.902419019956142e-05,0.0002257834005701755,5.7875,5.644585014254387e-05
794,6.120947082521866e-10,794,0.0019322619773447,2000,1.300457483921491e-07,1.5578444845232298e-06,9.3270638899412e-05,0.00026648753971260576,7.5875,6.662188492815144e-05
795,1.3714651636576034e-09,795,0.0056455703452229,2000,2.999163370986935e-07,3.513985802783281e-06,0.0002104729792336002,0.0006013513692388578,8.4125,0.00015033784230971444
796,2.4069448656405253e-09,796,0.0096619650721549,2000,5.317219233802462e-07,6.216093879629625e-06,0.0003723774279933423,0.0010639355085524066,6.2375,0.00026598387713810164
797,2.0969952441163286e-09,797,0.0082747871056199,2000,4.679610299263004e-07,5.458029136207188e-06,0.00032697367714717984,0.0009342105061347996,3.1625,0.0002335526265336999
798,1.856453102355715e-09,798,0.0071592526510357,2000,4.1843080111902964e-07,4.870586053584702e-06,0.000291812903014943,0.0008337511514712657,5.7875,0.00020843778786781644
799,1.6107714051472042e-09,799,0.0060314298607409,2000,3.6641071687881777e-07,4.259264187567169e-06,0.0002552357327658683,0.0007292449507596238,8.0375,0.00018231123768990595
800,1.3846863655686548e-09,800,0.0050293686799705,2000,3.1741254247208417e-07,3.687305479616043e-06,0.00022100788191892207,0.0006314510911969202,8.1875,0.00015786277279923006
801,1.1961195367504727e-09,801,0.0041950731538236,2000,2.755014065769501e-07,3.20135586662218e-06,0.00019192938634660092,0.0005483696752760027,9.0125,0.00013709241881900067
802,1.034653251963391e-09,802,0.0034789841156452,2000,2.381873827062009e-07,2.771961135294987e-06,0.00016623664123471826,0.0004749618320991951,9.9125,0.00011874045802479877
803,9.007158352503096e-10,803,0.002886438043788,2000,2.057610970496171e-07,2.40144026975031e-06,0.00014406007539946586,0.0004116002154270453,9.9875,0.00010290005385676133
804,7.951279079598804e-10,804,0.0024034725502133,2000,1.784424483730618e-07,2.0918903373967623e-06,0.00012553235865198076,0.0003586638818628022,10.5125,8.966597046570055e-05
805,7.112293531896795e-10,805,0.0019939257763326,2000,1.544574956824363e-07,1.822582134991535e-06,0.00010941415530396624,0.0003126118722970464,11.487499,7.81529680742616e-05
806,6.457763768175083e-10,806,0.001650646678172,2000,1.332896033545694e-07,1.5868793070694664e-06,9.53033013502136e-05,0.000272295146714896,11.862499,6.8073786678724e-05
807,5.964864158158888e-10,807,0.0013891486451029,2000,1.1601723315379787e-07,1.3958934914626298e-06,8.385968976654112e-05,0.00023959911361868893,10.4375,5.989977840467223e-05
808,5.547851067433385e-10,808,0.0012297843350097,2000,1.04398324651811e-07,1.2669732996073435e-06,7.612244371557608e-05,0.0002174926963302174,4.2875,5.437317408255435e-05
809,5.276765135953099e-10,809,0.0011309369001537,2000,9.767224895540495e-08,1.1936336932194536e-06,7.172250479925424e-05,0.00020492144228358356,3.9875,5.123036057089589e-05
810,4.997195990341652e-10,810,0.0010312293889001,2000,9.125359667905286e-08,1.122982325796329e-06,6.748779560439289e-05,0.00019282227315540825,6.7625,4.820556828885206e-05
811,4.678616383202439e-10,811,0.0009203632944263518,2000,8.39923259832176e-08,1.0420118314868887e-06,6.26367618679069e-05,0.0001789621767654483,9.1625,4.474054419136207e-05
812,4.3591119602837125e-10,812,0.0007998418295755982,2000,7.597145668114537e-08,9.527356041871826e-07,5.729241092922166e-05,0.00016369260265491903,12.1625,4.092315066372976e-05
813,4.0565126258051976e-10,813,0.0006823623552918434,2000,6.749155545549003e-08,8.584996180616145e-07,5.164828326087445e-05,0.00014756652360249843,13.0625,3.6891630900624606e-05
814,3.834509931799346e-10,814,0.0005800500512123108,2000,5.969636163172254e-08,7.734136602266517e-07,4.6551518607884645e-05,0.00013300433887967043,13.8125,3.325108471991761e-05
815,3.6673997172442796e-10,815,0.0004978769575245678,2000,5.28442285485653e-08,6.996715455898084e-07,4.2129609937546775e-05,0.00012037031410727651,12.762501,3.0092578526819128e-05
816,3.55040080668445e-10,816,0.0004369202069938183,2000,4.7418179605074335e-08,6.428782626244356e-07,3.872180604957976e-05,0.0001106337315702279,11.3375,2.7658432892556974e-05
817,3.4829744643971594e-10,817,0.0003860891447402537,2000,4.29315214489634e-08,5.979037496217643e-07,3.602609285735525e-05,0.00010293169387815787,12.612499,2.573292346953947e-05
818,3.3959499101676727e-10,818,0.00034166069235652685,2000,3.8713238836862736e-08,5.551876824938518e-07,3.3463154977653176e-05,9.560901422186622e-05,12.012501,2.3902253555466556e-05
819,3.3269872967700564e-10,819,0.0003037288843188435,2000,3.50598448051187e-08,5.194057166590937e-07,3.131756966467947e-05,8.947877047051277e-05,12.762501,2.2369692617628194e-05
820,3.2695046670028205e-10,820,0.0002673882991075516,2000,3.15591499600032e-08,4.857806175095902e-07,2.9303775590960868e-05,8.372507311703105e-05,14.7875,2.0931268279257764e-05
821,3.192673070362417e-10,821,0.0002339818311156705,2000,2.8073937841099905e-08,4.51677180990373e-07,2.7259098715148863e-05,7.788313918613961e-05,14.9375,1.9470784796534902e-05
822,3.0483321422636317e-10,822,0.0002136719413101673,2000,2.5260938230076132e-08,4.224118583806558e-07,2.549666714912746e-05,7.284762042607846e-05,7.5875,1.8211905106519615e-05
823,2.9613636542968886e-10,823,0.00020370852143969387,2000,2.3881634447775468e-08,4.116945149235107e-07,2.4851413400028832e-05,7.100403828579667e-05,4.0625,1.7751009571449166e-05
824,3.9706862797750375e-10,824,0.0004948815330862999,2000,3.03245855093337e-08,5.144114538779831e-07,3.1071856938069686e-05,8.877673410877054e-05,8.1125,2.2194183527192634e-05
825,1.022929185801047e-09,825,0.0012240490177646,2000,7.147091451997768e-08,1.2266292515050736e-06,7.411483966279775e-05,0.00021175668475085073,11.7125,5.293917118771268e-05
826,1.1243878050848366e-09,826,0.0011979643022641,2000,7.207191288216563e-08,1.2619967719729177e-06,7.627877494087443e-05,0.00021793935697392696,11.1875,5.448483924348174e-05
827,1.0509950687520584e-09,827,0.0010294961975887,2000,6.326150270297148e-08,1.128805024563917e-06,6.824477895861492e-05,0.00019498508273889977,8.7875,4.8746270684724944e-05
828,9.923404320488771e-10,828,0.000891468720510602,2000,5.639387978817467e-08,1.0268197456753114e-06,6.21004801359959e-05,0.00017742994324570257,11.112499,4.435748581142564e-05
829,9.241434839601935e-10,829,0.0007576788775622845,2000,4.9520583189632816e-08,9.227212558471364e-07,5.582828089245595e-05,0.00015950937397844558,12.5375,3.9877343494611394e-05
830,8.578199817144139e-10,830,0.0006335655343718827,2000,4.2979614534033324e-08,8.237095698859775e-07,4.986455678590573e-05,0.00014247016224544495,14.4125,3.561754056136124e-05
831,8.18568657301455e-10,831,0.000570311036426574,2000,3.789405056409123e-08,7.469935781045933e-07,4.524779433268122e-05,0.0001292794123790892,14.7125,3.23198530947723e-05
832,8.337375234646061e-10,832,0.0005437093204818666,2000,3.5995174840763866e-08,7.317925678762549e-07,4.434213769854978e-05,0.0001266918219958565,11.487499,3.167295549896413e-05
833,8.071137647114313e-10,833,0.0004948996938765049,2000,3.315206953402594e-08,6.947262818357558e-07,4.210612314636819e-05,0.00012030320898962341,9.5375,3.0075802247405852e-05
834,1.4050611785165754e-09,834,0.0014141494175419,2000,5.2436710973324814e-08,1.0652320270310156e-06,6.460686563514173e-05,0.00018459104467183352,10.2875,4.614776116795838e-05
835,5.417559290066265e-09,835,0.0056994948536157,2000,1.8640356813648398e-07,3.75563399757084e-06,0.0002278356405440718,0.0006509589729830623,6.4625,0.00016273974324576557
836,7.473725638362794e-09,836,0.0071716899983584,2000,2.411943853530829e-07,4.908444225293351e-06,0.0002978350967168808,0.000850957419191088,7.5875,0.000212739354797772
837,6.601666324712596e-09,837,0.0057453801855444,2000,2.0116965515626362e-07,4.138779786444502e-06,0.0002512235660105944,0.000717781617173127,10.8875,0.00017944540429328174
838,5.643196576698983e-09,838,0.0044048000127077,2000,1.6164750604730219e-07,3.371722186784609e-06,0.00020476819190662357,0.0005850519768760674,12.9125,0.00014626299421901685
839,4.795773556054428e-09,839,0.0034131861757487,2000,1.3003297283376014e-07,2.7524251891009044e-06,0.0001672236539889127,0.00047778186853975063,11.3375,0.00011944546713493766
840,4.1739909306670606e-09,840,0.0027298361528664,2000,1.0787127280309505e-07,2.319422264918103e-06,0.0001409711840096861,0.00040277481145624606,11.262501,0.00010069370286406151
841,3.631704492690345e-09,841,0.0021501393057405,2000,8.895684544540927e-08,1.950796558958245e-06,0.00011863475810969248,0.0003389564517419785,13.887501,8.473911293549463e-05
842,3.111941371258808e-09,842,0.0016585842240601,2000,7.179386329880799e-08,1.613743620509922e-06,9.819874685490504e-05,0.00028056784815687157,14.637501,7.014196203921789e-05
843,2.677914334725528e-09,843,0.0012691094307228,2000,5.7601756253689025e-08,1.3367372275752132e-06,8.140307909343392e-05,0.00023258022598123977,16.1375,5.814505649530994e-05
844,2.29972818566182e-09,844,0.000957326323259622,2000,4.555937849204384e-08,1.1024498007827788e-06,6.719332304783165e-05,0.00019198092299380475,17.5625,4.799523074845119e-05
845,1.9745947099636396e-09,845,0.0007284655584953725,2000,3.5901170036822805e-08,9.141811574409076e-07,5.576233161264099e-05,0.00015932094746468856,17.1875,3.983023686617214e-05
846,1.7951637953927955e-09,846,0.0006294570048339665,2000,2.985845171110668e-08,7.990652761691308e-07,4.877877290709876e-05,0.00013936792259171076,16.6625,3.484198064792769e-05
847,1.7746261127271623e-09,847,0.0005934585351496935,2000,2.7605754127080218e-08,7.763952112327388e-07,4.741313387057744e-05,0.0001354660967730784,12.237499,3.38665241932696e-05
848,1.6615392395280535e-09,848,0.0005339739727787673,2000,2.48699603133673e-08,7.314390586543595e-07,4.467947655939497e-05,0.00012765564731255705,10.1375,3.1913911828139264e-05
849,1.505390145872809e-09,849,0.0004685655585490167,2000,2.2043577629915493e-08,6.754096943950572e-07,4.127002102904953e-05,0.00011791434579728438,11.3375,2.9478586449321096e-05
850,1.3481029625950212e-09,850,0.00040589444688521326,2000,1.944890648530873e-08,6.211963636815199e-07,3.79729135602247e-05,0.00010849403874349914,13.2125,2.7123509685874785e-05
851,1.1914834674442432e-09,851,0.0003459015570115298,2000,1.6966970051157663e-08,5.673004466189013e-07,3.4695895010372624e-05,9.913112860106465e-05,14.9375,2.4782782150266162e-05
852,1.0418186313643216e-09,852,0.0002921819977927953,2000,1.4653001478848182e-08,5.158041176400729e-07,3.156359161948785e-05,9.018169034139387e-05,15.762501,2.2545422585348467e-05
853,9.071675632910113e-10,853,0.000247009884333238,2000,1.2612128230671262e-08,4.703432523456286e-07,2.8797672712244093e-05,8.227906489212599e-05,16.2125,2.0569766223031498e-05
854,7.87996667916957e-10,854,0.0002085311571136117,2000,1.0820981444226165e-08,4.313646684295236e-07,2.6427427656017244e-05,7.550693616004927e-05,17.412498,1.8876734040012317e-05
855,6.806581409612987e-10,855,0.000181622730451636,2000,9.251602151039153e-09,3.954524174787366e-07,2.424194462946616e-05,6.92626989413319e-05,17.1125,1.7315674735332974e-05
856,7.34391158996317e-10,856,0.0003047620703000576,2000,9.8140251481027e-09,4.130385207190557e-07,2.5337447368656285e-05,7.23927067675894e-05,12.5375,1.809817669189735e-05
857,1.7056093204459442e-09,857,0.0009244903922080994,2000,2.177938007719149e-08,8.744281103645335e-07,5.365676406654529e-05,0.00015330504019012942,8.5625,3.8326260047532355e-05
858,3.016422223112158e-09,858,0.0014913689810782,2000,3.654351488080465e-08,1.480303012613149e-06,9.086042700801043e-05,0.000259601220022887,10.1375,6.490030500572175e-05
859,2.703434365258772e-09,859,0.0012148931855335,2000,3.1493787133740625e-08,1.291695298277773e-06,7.9327255662065e-05,0.0002266493018916143,13.887501,5.666232547290357e-05
860,2.3246673475085804e-09,860,0.00094724161317572,2000,2.6114989282177703e-08,1.0923600939349851e-06,6.713200855301693e-05,0.00019180573872290552,15.8375,4.795143468072638e-05
861,2.477678062717814e-09,861,0.0011920011602342,2000,2.768140205944292e-08,1.1141277127535432e-06,6.850062345620245e-05,0.00019571606701772128,10.1375,4.892901675443032e-05
862,5.120348145482012e-09,862,0.0029302001930773,2000,5.594590035684632e-08,2.1213027139310725e-06,0.00013049435801804066,0.0003728410229086876,11.262501,9.32102557271719e-05
863,9.718783999801417e-09,863,0.0053203445859253,2000,1.0110908732485768e-07,3.7606857858918366e-06,0.0002314585144631565,0.0006613100413233043,11.862499,0.00016532751033082607
864,1.009904249116289e-08,864,0.004971498157829,2000,9.964384162231e-08,3.705964672917617e-06,0.0002282188797835261,0.000652053942238646,13.362499,0.0001630134855596615
865,8.43653857884874e-09,865,0.0036469378974288,2000,7.85871634434443e-08,2.9532163807743927e-06,0.00018200524209532887,0.0005200149774152253,15.9125,0.00013000374435380633
866,6.679365061046383e-09,866,0.00254498119466,2000,5.867434182960096e-08,2.244941242679488e-06,0.00013847136870026588,0.0003956324820007597,16.6625,9.890812050018993e-05
867,5.3407926969839545e-09,867,0.0018179143080487,2000,4.447680979069447e-08,1.7452182419219753e-06,0.0001077307970263064,0.0003078022772180183,16.2125,7.695056930450458e-05
868,4.477708870354036e-09,868,0.0014086273731663,2000,3.5415101962144035e-08,1.4256048643801478e-06,8.808013808447868e-05,0.0002516575373842248,17.337502,6.29143843460562e-05
869,5.166559180480591e-09,869,0.0018685135291889,2000,3.95594632607299e-08,1.553657284603105e-06,9.604687511455268e-05,0.00027441964318443624,12.237499,6.860491079610906e-05
870,7.2236732151509395e-09,870,0.0023569343611598,2000,5.234141298160466e-08,2.103417500620708e-06,0.00013011212286073714,0.000371748922459249,14.3375,9.293723061481225e-05
871,5.888496357187023e-09,871,0.0017176356632262,2000,4.0544954060806055e-08,1.6821686585899442e-06,0.00010414484131615608,0.0002975566894747317,17.1875,7.438917236868292e-05
872,4.607104031606468e-09,872,0.0011955874506384,2000,3.0096177994209945e-08,1.3072838100924855e-06,8.101985440589488e-05,0.0002314852983025568,19.212502,5.78713245756392e-05
873,5.078466980279472e-09,873,0.0015591725241392,2000,3.1262263888720554e-08,1.33107994315651e-06,8.257615263573825e-05,0.0002359318646735379,16.5125,5.898296616838447e-05
874,7.779710209376844e-09,874,0.0021908583585172,2000,4.5092463096807485e-08,1.9765286651818315e-06,0.00012267372221685946,0.00035049634919102706,12.4625,8.762408729775676e-05
875,6.5519420999748945e-09,875,0.0016863982891663,2000,3.6452952656418354e-08,1.6512061620232998e-06,0.0001025543169816956,0.00029301233423341606,15.612499,7.325308355835401e-05
876,5.18646192659844e-09,876,0.0012146665249019,2000,2.785307273711624e-08,1.3174739024179871e-06,8.190326479962096e-05,0.00023400932799891704,18.2375,5.850233199972926e-05
877,4.0604084539097585e-09,877,0.0009187391842715442,2000,2.1697617924587576e-08,1.0628639302012743e-06,6.610419950447977e-05,0.00018886914144137078,12.9125,4.7217285360342695e-05
878,3.465271181113394e-09,878,0.0007902302895672619,2000,1.8745728525004782e-08,9.431634566681169e-07,5.868867810931988e-05,0.00016768193745519966,12.8375,4.1920484363799915e-05
879,3.1055389371204e-09,879,0.0007105302065610886,2000,1.7051597467343527e-08,8.819492336442636e-07,5.492593118106015e-05,0.00015693123194588616,15.5375,3.923280798647154e-05
880,2.747536642644377e-09,880,0.0006299787783063948,2000,1.5294371991103617e-08,8.163146389961184e-07,5.0885751988971606e-05,0.00014538786282563318,16.6625,3.6346965706408294e-05
881,2.420760480958961e-09,881,0.0005604508332908154,2000,1.3714350544091758e-08,7.554172611889953e-07,4.7127632569754496e-05,0.00013465037877072715,15.6875,3.366259469268179e-05
882,2.140574606457335e-09,882,0.0004975797492079437,2000,1.228845825096414e-08,7.033309543658106e-07,4.391964102978818e-05,0.00012548468865653767,17.9375,3.137117216413442e-05
883,1.904776114614037e-09,883,0.0004554166225716472,2000,1.1017599277352021e-08,6.558692575708847e-07,4.100003570783883e-05,0.00011714295916525381,19.0625,2.9285739791313453e-05
884,1.738960420105684e-09,884,0.000414280773838982,2000,1.0011534712361936e-08,6.303536110863206e-07,3.9446065784432e-05,0.00011270304509837715,19.7375,2.8175761274594287e-05
885,1.5243606377168815e-09,885,0.00036796298809349537,2000,8.691873887300972e-09,5.821710828968207e-07,3.647163248388097e-05,0.0001042046642396599,20.412498,2.6051166059914976e-05
886,1.352630008000233e-09,886,0.00032949805608950555,2000,7.65772423250155e-09,5.492470904755464e-07,3.444077810854651e-05,9.840222316727575e-05,19.212502,2.460055579181894e-05
887,1.19240350926475e-09,887,0.0003022148448508233,2000,6.743629210603785e-09,5.14283271968452e-07,3.227950583095662e-05,9.222715951701893e-05,19.3625,2.3056789879254734e-05
888,1.091970069921899e-09,888,0.00028777492116205394,2000,6.190194579147601e-09,5.00534724778845e-07,3.1444076739717275e-05,8.984021925633507e-05,18.9875,2.2460054814083768e-05
889,9.857007432501064e-10,889,0.00026461840025149286,2000,5.619633647313549e-09,4.852329880122852e-07,3.0508139388985e-05,8.716611253995716e-05,19.4375,2.179152813498929e-05
890,8.536888418397837e-10,890,0.0002351687289774418,2000,4.924139318518428e-09,4.5543120563706907e-07,2.866031354642473e-05,8.188661013264209e-05,20.2625,2.0471652533160523e-05
891,7.351486641660188e-10,891,0.00021254621970001608,2000,4.395630526232708e-09,4.284836165879824e-07,2.6981279006577097e-05,7.708936859022028e-05,16.8125,1.927234214755507e-05
892,6.412969599800532e-10,892,0.0001959014480235055,2000,4.055916047462915e-09,4.105077664462442e-07,2.586288974271156e-05,7.38939706934616e-05,15.987499,1.84734926733654e-05
893,5.595306995509475e-10,893,0.00017988657054957002,2000,3.758691136113157e-09,3.94682672322233e-07,2.488186328264419e-05,7.109103795041198e-05,18.087502,1.7772759487602995e-05
894,4.840318146293042e-10,894,0.0001633532519917935,2000,3.441807283621756e-09,3.7766298532915243e-07,2.3826743927202187e-05,6.807641122057768e-05,19.7375,1.701910280514442e-05
895,4.1542169704200655e-10,895,0.0001475762837799266,2000,3.1181122128742804e-09,3.601716969114932e-07,2.2740654458175413e-05,6.497329845192976e-05,20.2625,1.624332461298244e-05
896,3.5610184245804527e-10,896,0.00013501734065357596,2000,2.8319557809908247e-09,3.4343855759289e-07,2.1699823264498264e-05,6.199949504142361e-05,19.5125,1.5499873760355903e-05
897,3.1579214243571125e-10,897,0.0001341660099569708,2000,2.672314813878529e-09,3.296961210708105e-07,2.0848739950452e-05,5.9567828429862864e-05,18.462502,1.4891957107465716e-05
898,3.0005209428196617e-10,898,0.00013173185288906095,2000,2.647799757227176e-09,3.421411918225204e-07,2.16474654735066e-05,6.1849901352876e-05,20.4875,1.5462475338219e-05
899,2.6099447603122883e-10,899,0.00011869316222146152,2000,2.388396369568113e-09,3.278298379427725e-07,2.075908014376182e-05,5.931165755360521e-05,21.9875,1.4827914388401302e-05
900,2.2413607081439577e-10,900,0.00010681725689209998,2000,2.132198861914958e-09,3.131621610918956e-07,1.9845951101160608e-05,5.670271743188746e-05,21.7625,1.4175679357971864e-05
901,1.9160963093955982e-10,901,9.783969289856032e-05,2000,1.943848859653485e-09,2.99591476959904e-07,1.899628659884911e-05,5.427510456814032e-05,18.087502,1.356877614203508e-05
902,1.6592853480101866e-10,902,9.103042975766584e-05,2000,1.821409356672632e-09,2.9118302791175665e-07,1.847277781052981e-05,5.277936517294232e-05,18.2375,1.319484129323558e-05
903,1.4365425515805439e-10,903,8.371599687961861e-05,2000,1.6856510631768627e-09,2.8445094812923344e-07,1.805881765903905e-05,5.159662188296872e-05,22.287498,1.289915547074218e-05
904,1.2208083155496039e-10,904,7.590204768348485e-05,2000,1.5185955826169104e-09,2.748400333985046e-07,1.746183988871053e-05,4.989097111060151e-05,23.1125,1.2472742777650378e-05
905,1.0279588291695063e-10,905,6.860052235424519e-05,2000,1.3480411231725498e-09,2.6581008683024265e-07,1.6901112758205272e-05,4.8288893594872206e-05,24.087502,1.2072223398718052e-05
906,8.560817332803339e-11,906,6.208071863511577e-05,2000,1.1889028650458042e-09,2.567233536865388e-07,1.6335307009285316e-05,4.667230574081519e-05,23.787498,1.1668076435203797e-05
907,7.687812192402886e-11,907,6.51335867587477e-05,2000,1.088731438336765e-09,2.372467236000375e-07,1.511765003670007e-05,4.319328581914306e-05,23.6375,1.0798321454785764e-05
908,8.795301986719295e-11,908,7.695579552091658e-05,2000,1.1792359311257883e-09,2.557029006311496e-07,1.6302537915180437e-05,4.657867975765839e-05,22.662498,1.1644669939414598e-05
909,1.230943263985651e-10,909,0.00010119652142748237,2000,1.3407741583648656e-09,2.667188709892798e-07,1.7022368410835043e-05,4.863533831667155e-05,22.4375,1.2158834579167888e-05
910,1.6436334238090209e-10,910,0.00011527877359185368,2000,1.5773763406556895e-09,3.256605225487874e-07,2.0793402654817328e-05,5.940972187090666e-05,22.587502,1.4852430467726664e-05
911,1.5566704869574008e-10,911,0.00010247802856611088,2000,1.4326640984663184e-09,3.09826305056049e-07,1.9799996152869422e-05,5.657141757962693e-05,22.587502,1.4142854394906732e-05
912,1.4015046068127646e-10,912,9.139556641457602e-05,2000,1.297080221007718e-09,2.96188233050998e-07,1.8944656403618865e-05,5.412758972462533e-05,23.037498,1.3531897431156333e-05
913,1.2197996779317322e-10,913,8.175218681572005e-05,2000,1.1729671678395446e-09,2.8370311611070065e-07,1.8160950276069343e-05,5.188842936019813e-05,23.037498,1.2972107340049532e-05
914,1.3343173788094018e-10,914,9.61498517426662e-05,2000,1.1882026473841734e-09,2.591714292066172e-07,1.6614916603430174e-05,4.7471190295514786e-05,21.9875,1.1867797573878696e-05
915,1.7037402044728367e-10,915,0.00011116285168100148,2000,1.427079898697059e-09,3.2072173894448497e-07,2.056716402876191e-05,5.87633257964626e-05,22.0625,1.469083144911565e-05
916,1.5604566250271287e-10,916,9.90803018794395e-05,2000,1.310277886190647e-09,3.058742095163325e-07,1.9631565010058694e-05,5.609018574302484e-05,22.287498,1.402254643575621e-05
917,1.3873320270363363e-09,917,0.0005156293627806008,2000,3.339704512939079e-09,4.543463205664011e-07,2.92232525680447e-05,8.349500733727057e-05,20.5625,2.0873751834317644e-05
918,2.407694310591069e-08,918,0.0062189893797039,2000,3.213607158158993e-08,3.605214033086668e-06,0.00023224523465614769,0.0006635578133032792,19.0625,0.0001658894533258198
919,1.1164770796767699e-07,919,0.0230321269482374,2000,1.1199300331554697e-07,1.2188885193609169e-05,0.0007865397492423654,0.0022472564264067584,18.837502,0.0005618141066016896
920,1.7172547472910082e-07,920,0.0309156849980354,2000,1.5002108000317096e-07,1.6319347196258605e-05,0.0010545155964791,0.0030129017042260006,17.8625,0.0007532254260565001
921,1.7395416307408598e-07,921,0.0286183841526508,2000,1.4290534977590141e-07,1.5514071492361836e-05,0.0010037547908723,0.0028678708310637146,18.537498,0.0007169677077659287
922,1.4277142668106538e-07,922,0.0215875301510095,2000,1.1347924555593637e-07,1.2467130545701366e-05,0.0008077257080003619,0.0023077877371438914,19.962502,0.0005769469342859729
923,1.0500509262101333e-07,923,0.0149762211367487,2000,8.292697373235569e-08,9.167909411189612e-06,0.0005948494072072208,0.0016995697348777738,20.9375,0.00042489243371944345
924,7.891085118671981e-08,924,0.0107774352654814,2000,6.256362894419e-08,6.99134761816822e-06,0.00045431521721184254,0.0012980434777481217,21.462502,0.0003245108694370304
925,5.8468064167982454e-08,925,0.0077083008363842,2000,4.696331856735014e-08,5.353016604203731e-06,0.00034836435224860907,0.0009953267207103117,21.462502,0.0002488316801775779
926,4.421568178258895e-08,926,0.0057799713686108,2000,3.6479605114436715e-08,4.202519903628854e-06,0.0002738988841883838,0.0007825682405382395,21.6875,0.00019564206013455987
927,3.4803118609261225e-08,927,0.0045186998322606,2000,2.9657398314952843e-08,3.4813278944056947e-06,0.00022720494598615917,0.0006491569885318834,21.087502,0.00016228924713297086
928,2.6516987716718177e-08,928,0.00345567939803,2000,2.370773799498238e-08,2.830115818142076e-06,0.00018493845709599557,0.0005283955917028446,20.6375,0.00013209889792571114
929,2.1143732098494183e-08,929,0.002827267628163,2000,1.9920852523114263e-08,2.390592499068589e-06,0.00015643482038285583,0.0004469566296653024,21.6125,0.0001117391574163256
930,1.7071720037620253e-08,930,0.0022854981943964,2000,1.67256999361598e-08,2.0792538180103293e-06,0.0001362495095236227,0.0003892843129246363,22.3625,9.732107823115907e-05
931,1.2664505888437816e-08,931,0.0017206940101459,2000,1.3021145051084204e-08,1.6850516431077267e-06,0.00011057219671783967,0.0003159205620509705,22.8125,7.898014051274263e-05
932,9.406700307579284e-09,932,0.0013130474835634,2000,1.0252605875393785e-08,1.387331280966464e-06,9.115740249399096e-05,0.00026044972141140273,22.8125,6.511243035285068e-05
933,7.0177730293607965e-09,933,0.0010219360701739,2000,8.219207536797057e-09,1.1602858194237342e-06,7.63342686695978e-05,0.00021809791048456518,22.4375,5.4524477621141295e-05
934,5.351677323517379e-09,934,0.0008236326393671334,2000,6.7936838377136155e-09,9.961948990167002e-07,6.56194897601381e-05,0.0001874842564575374,22.5125,4.687106411438435e-05
935,4.1275911577542965e-09,935,0.0006722562247887254,2000,5.712172956862105e-09,8.7384597691198e-07,5.762538421549834e-05,0.00016464395490142385,22.3625,4.116098872535596e-05
936,3.204600140804814e-09,936,0.0005624593468382955,2000,4.918057516789531e-09,7.704012432441232e-07,5.08548146171961e-05,0.00014529947033484601,20.787498,3.6324867583711503e-05
937,2.557403178116146e-09,937,0.00048115913523361087,2000,4.379021589784315e-09,7.017339953563351e-07,4.636307858163491e-05,0.00013246593880467117,20.5625,3.311648470116779e-05
938,3.2560198981457233e-09,938,0.0007229751208797097,2000,5.541616054927091e-09,7.622800808348984e-07,5.044725548941642e-05,0.00014413501568404693,21.162498,3.603375392101173e-05
939,9.2050136402122e-09,939,0.0019546677358448,2000,1.2790930981054773e-08,1.578990008965775e-06,0.00010463476792210712,0.0002989564797774489,21.087502,7.473911994436223e-05
940,2.221440098537641e-08,940,0.0041563473641872,2000,2.5059327057874725e-08,3.021258407898131e-06,0.00020051350293215364,0.0005728957226632962,21.6125,0.00014322393066582405
941,5.8222227039550496e-08,941,0.0109820142388343,2000,5.4541427374488194e-08,6.124490028014407e-06,0.0004071243165526539,0.0011632123330075827,20.712502,0.0002908030832518957
942,1.638248932067654e-07,942,0.0284870378673076,2000,1.292035847200168e-07,1.4822237062617203e-05,0.0009869392961263657,0.002819826560361045,21.6875,0.0007049566400902612
943,1.9595398725869018e-07,943,0.0306030791252851,2000,1.3672831755684456e-07,1.669130324444268e-05,0.0011129574850201,0.0031798785286288574,21.162498,0.0007949696321572143
