,DON_Pool(gN/m2)_Delineated_Average,DOC_Pool(gC/m2)_Delineated_Average,NH4_Pool(gN/m2)_Delineated_Average,NO3_Pool(gN/m2)_Delineated_Average,Step,Runoff_All(mm/day)_Delineated_Average,Sfc_Water_Temp_C,Criteria,Condition
1309,4.924306869506836,179.364743913923,0.6203671012605938,0.15121017183576285,1309,0.0332627072930336,20.1125,Meets,Prefire
1310,4.925283704485213,179.5237295968192,0.6241457802908761,0.15244100775037486,1310,0.0491787381470203,19.7375,Meets,Prefire
1311,4.926286084311349,179.68562534877233,0.6199975950377326,0.15325287623064857,1311,0.0597586408257484,19.962502,Meets,Prefire
1312,4.927284376961844,179.84664916992188,0.6167696629251752,0.15372514724731431,1312,0.0431966483592987,19.8125,Meets,Prefire
1313,4.928269386291504,179.9996294294085,0.6158938152449472,0.15407386635031,1313,0.0339438170194625,19.287498,Meets,Prefire
1314,4.92924451828003,180.12071881975447,0.6189604316438946,0.15442726867539544,1314,0.0344121716916561,16.3625,Meets,Prefire
1315,4.930188315255302,180.24597167968753,0.6217882888657705,0.15478634408542086,1315,0.0398114807903766,16.8875,Meets,Prefire
1316,4.9311338152204245,180.3651101248605,0.6275879911014012,0.155335228357996,1316,0.0541284680366516,16.3625,Meets,Prefire
1317,4.932051045554025,180.50319126674108,0.6273134691374643,0.15575818717479686,1317,0.062821052968502,18.162498,Meets,Prefire
1318,4.932973044259208,180.63872201102123,0.6272009866578238,0.15606115971292744,1318,0.0507328547537326,17.9375,Meets,Prefire
1319,4.933877331869943,180.76964242117748,0.6320811169488089,0.1566140885863983,1319,0.0561617389321327,17.5625,Meets,Prefire
1320,4.934807504926409,180.89397975376676,0.6370862041200909,0.1572742951767783,1320,0.0917612984776496,17.037498,Meets,Prefire
1321,4.935687950679235,181.02347237723217,0.6387946009635923,0.157882613795144,1321,0.128554418683052,17.4875,Meets,Prefire
1322,4.9365915570940295,181.1668178013393,0.6360928075654166,0.15838230294840658,1322,0.1095122471451759,18.6875,Meets,Prefire
1323,4.937524454934256,181.32080078125,0.6336797560964311,0.158821865916252,1323,0.0727938339114189,19.4375,Meets,Prefire
1324,4.938482216426304,181.48833138602123,0.6309192095484052,0.15925584094864972,1324,0.0505440607666969,20.5625,Meets,Prefire
1325,4.939460754394531,181.65395464215962,0.6284967490604946,0.15967434006077885,1325,0.0376309379935264,20.412498,Meets,Prefire
1326,4.940431118011475,181.82010105678015,0.625387132167816,0.16000599733420773,1326,0.0290632396936416,20.4875,Meets,Prefire
1327,4.941426004682269,181.9965253557478,0.6218656046049934,0.16028596886566687,1327,0.022292710840702,21.3125,Meets,Prefire
1328,4.942449842180525,182.16973440987724,0.6192205633435929,0.16060745077473773,1328,0.0184149965643882,21.087502,Meets,Prefire
1329,4.943463802337647,182.32671465192524,0.6290818112237112,0.16244408275399885,1329,0.0576662570238113,19.587502,Meets,Prefire
1330,4.944494451795306,182.48445783342635,0.6273307544844492,0.16391095306192116,1330,0.234202578663826,19.8125,Meets,Prefire
1331,4.94553634098598,182.64089311872212,0.6216080273900711,0.16495258680411745,1331,0.2008751928806305,19.287498,Meets,Prefire
1332,4.946600709642683,182.80294145856587,0.6182038358279637,0.16573171530451086,1332,0.1202726513147354,19.7375,Meets,Prefire
1333,4.94767359324864,182.97352382114957,0.6156254240444728,0.16635793660368228,1333,0.0797562226653099,20.337502,Meets,Prefire
1334,4.948765890938895,183.15135410853796,0.6144851020404268,0.16703147973333088,1334,0.0610319301486015,20.9375,Meets,Prefire
1335,4.94988032749721,183.3331734793527,0.6115706477846418,0.16757036958421972,1335,0.0480566211044788,21.162498,Meets,Prefire
1336,4.95098352432251,183.51616995675224,0.608950810773032,0.16801271055425915,1336,0.0356831513345241,21.3125,Meets,Prefire
1337,4.952116012573242,183.69293212890625,0.6069083298955643,0.16837674592222487,1337,0.0281318426132202,20.8625,Meets,Prefire
1338,4.953227383749826,183.86557442801342,0.605236632483346,0.16866476408072859,1338,0.0232618190348148,20.4875,Meets,Prefire
1339,4.954361915588379,184.01742117745536,0.6097915342875889,0.16967400908470143,1339,0.0298911500722169,18.6875,Meets,Prefire
1340,4.9554804393223355,184.18555123465404,0.6069508620670863,0.17031454614230543,1340,0.0370210707187652,20.1125,Meets,Prefire
1341,4.956570352826801,184.35989379882812,0.6053507328033446,0.17086152519498543,1341,0.0300825797021389,20.6375,Meets,Prefire
1342,4.957707268851144,184.54321725027904,0.6027683615684509,0.17127362745148772,1342,0.0247515495866537,21.3875,Meets,Prefire
1343,4.958843163081578,184.7278050013951,0.6001342620168412,0.17158052750996172,1343,0.0196733213961124,21.6125,Meets,Prefire
1344,4.959984847477505,184.90809849330358,0.5976710149220057,0.17179082546915317,1344,0.0159537177532911,21.3875,Meets,Prefire
1345,4.961095196860177,185.08093697684154,0.5956230419022694,0.17190419137477858,1345,0.013231199234724,20.8625,Meets,Prefire
1346,4.9622167859758655,185.2502659388951,0.5953417079789297,0.17222323587962546,1346,0.0121507197618484,20.5625,Meets,Prefire
1347,4.963326794760568,185.4028538295201,0.5973419972828454,0.17292326050145287,1347,0.0137061271816492,18.9875,Meets,Prefire
1348,4.964420114244734,185.52485874720983,0.6063641820635115,0.1746196831975663,1348,0.0308472849428653,15.987499,Meets,Prefire
1349,4.965484823499407,185.63674926757812,0.6088823505810329,0.17565829413277745,1349,0.0706628188490867,15.0875,Meets,Prefire
1350,4.96647664478847,185.7407706124442,0.6184095144271848,0.17648162586348373,1350,0.1551422923803329,14.5625,Meets,Prefire
